Address line 1,Address line 2,Full Address,Latitude,Longitude,Number_of_Parks_Nearby,Distance_to_Nearest_Parks_miles,Number_of_Malls_Nearby,Distance_to_Nearest_Malls_miles,Number_of_Metros_Nearby,Distance_to_Nearest_Metros_miles,Number_of_Clubs_Nearby,Distance_to_Nearest_Clubs_miles,Number_of_Restaurants_Nearby,Distance_to_Nearest_Restaurants_miles,Number_of_Schools_Nearby,Distance_to_Nearest_Schools_miles,Number_of_Colleges_Nearby,Distance_to_Nearest_Colleges_miles,Number_of_Universities_Nearby,Distance_to_Nearest_Universities_miles,Number_of_Buses_Nearby,Distance_to_Nearest_Buses_miles,Number_of_Trains_Nearby,Distance_to_Nearest_Trains_miles,Number_of_Airports_Nearby,Distance_to_Nearest_Airports_miles,Number_of_Museums_Nearby,Distance_to_Nearest_Museums_miles,Number_of_Libraries_Nearby,Distance_to_Nearest_Libraries_miles,Number_of_Grocery_stores_Nearby,Distance_to_Nearest_Grocery_stores_miles,borough
215 E 24th St Apt 108,"New York, NY 10010","215 E 24th St Apt 108 New York, NY 10010 ",40.7394961,-73.9822736,22,0.361389052001795,3,0.5608169783022039,144,0.2207259053520631,40,0.4393428834943318,3300,0.0176990641003465,196,0.1630570239602131,14,0.40699159746002,23,0.3939347392160582,1566,0.0357436651044186,155,0.2207259053520631,1,0.5760269716738116,50,0.2367703984466623,29,0.1020761916638439,211,0.0567885467262613,Not Found
357 W End Ave Apt 3,"New York, NY 10024","357 W End Ave Apt 3 New York, NY 10024 ",40.7831769,-73.9822196,13,0.3297982838455848,3,1.0199731767433735,80,0.1260433824949659,16,1.008082714810674,1960,0.0745117253963348,175,0.0510503577986421,10,0.8550427803218233,11,0.6459816086118322,1334,0.0957592110112841,87,0.1260433824949659,0,inf,25,0.3811208796143911,23,0.6278501718087924,151,0.1531255319409622,Not Found
668 Washington St Units 4 & 5A,"New York, NY 10014","668 Washington St Units 4 & 5A New York, NY 10014 ",40.7335562,-74.0087213,17,0.2640831034582019,3,0.6195917774726084,120,0.1030332895168837,37,0.2070509938242358,2987,0.0502415370669441,158,0.193644481924655,12,0.6084070687880117,22,0.5276537261844116,1426,0.0174020091640585,136,0.1030332895168837,1,1.8833973645554472,43,0.5216604751594007,25,0.9069906902600868,175,0.1094130325339238,Not Found
2790 Broadway Apt 4J,"New York, NY 10025","2790 Broadway Apt 4J New York, NY 10025 ",40.8024726,-73.9674915,19,0.8454441802509876,1,2.4847645014616484,68,0.131228993793371,6,1.2999097800408197,1221,0.0177886885779427,205,0.0757788781637512,7,0.65939599313473,4,1.3775042942569145,1086,0.0436230621215538,71,0.131228993793371,0,inf,20,1.0418819297311346,21,0.2856409874477093,125,0.1093250787127793,Not Found
255-05 74th Ave Unit A2,"Glen Oaks, NY 11004","255-05 74th Ave Unit A2 Glen Oaks, NY 11004 ",40.7483993,-73.7172718,12,0.4704775243595992,0,inf,0,inf,2,0.8719737628644962,177,0.2865524405202384,15,0.6405942895403092,0,inf,0,inf,528,0.1112196686802277,12,1.7381281398784194,0,inf,0,inf,3,1.0498628243883237,25,0.4744177362900029,Not Found
205 W 57th St Apt 6DE,"New York, NY 10019","205 W 57th St Apt 6DE New York, NY 10019 ",40.7660116,-73.9805433,16,0.5550344752614547,3,0.2039786027176524,111,0.094039964623046,31,0.2022454907353284,2811,0.030333419370671,166,0.1848024061981852,12,0.2011872127489959,21,0.3125097488269598,1540,0.016529559630028,119,0.094039964623046,1,2.1667389122653105,34,0.501114379473394,25,0.2709216688751988,196,0.1184268718091372,Not Found
33-28 100 St,"Corona, NY 11368","33-28 100 St Corona, NY 11368 ",40.7563782,-73.8686005,11,1.2130998638550978,2,1.7596854726538265,29,0.4996869942929071,13,0.6392346218264235,923,0.0716953801120303,36,0.9716710789243904,0,inf,0,inf,1213,0.060319429874162,34,0.4996869942929071,1,1.8650191594689616,2,2.9072717928302594,2,2.35899908976386,129,0.1590053860319632,Not Found
6541 Fitchett St,"Rego Park, NY 11374","6541 Fitchett St Rego Park, NY 11374 ",40.7200503,-73.8628798,12,1.7999638694109428,1,2.9587186910070056,48,0.6873347066956214,13,1.1762680481289651,814,0.285244906557276,69,0.1464300417235471,1,1.6986730386114992,0,inf,1457,0.1080856552697555,52,0.6873347066956214,0,inf,2,2.663786217733058,3,1.0702438927283846,134,0.3056206273195291,Not Found
4235 Main St Unit 10E,"Flushing, NY 11355","4235 Main St Unit 10E Flushing, NY 11355 ",40.7547617,-73.8275368,13,0.4733928277297257,2,0.1965128414121154,15,0.3586410134396049,2,0.5551445274237573,572,0.0182696072455912,30,0.2423739195094842,1,2.760852502666172,0,inf,1191,0.0219345192882495,22,0.2864651851622414,1,2.8414151544882627,1,1.3862388454660657,4,0.9867380084037694,93,0.0080288025830956,Not Found
205 W 57th St Apt 6DE,"New York, NY 10019","205 W 57th St Apt 6DE New York, NY 10019 ",40.7660116,-73.9805433,16,0.5550344752614547,3,0.2039786027176524,111,0.094039964623046,31,0.2022454907353284,2811,0.030333419370671,166,0.1848024061981852,12,0.2011872127489959,21,0.3125097488269598,1540,0.016529559630028,119,0.094039964623046,1,2.1667389122653105,34,0.501114379473394,25,0.2709216688751988,196,0.1184268718091372,Not Found
668 Washington St Units 4 & 5A,"New York, NY 10014","668 Washington St Units 4 & 5A New York, NY 10014 ",40.7335562,-74.0087213,17,0.2640831034582019,3,0.6195917774726084,120,0.1030332895168837,37,0.2070509938242358,2987,0.0502415370669441,158,0.193644481924655,12,0.6084070687880117,22,0.5276537261844116,1426,0.0174020091640585,136,0.1030332895168837,1,1.8833973645554472,43,0.5216604751594007,25,0.9069906902600868,175,0.1094130325339238,Not Found
2790 Broadway Apt 4J,"New York, NY 10025","2790 Broadway Apt 4J New York, NY 10025 ",40.8024726,-73.9674915,19,0.8454441802509876,1,2.4847645014616484,68,0.131228993793371,6,1.2999097800408197,1221,0.0177886885779427,205,0.0757788781637512,7,0.65939599313473,4,1.3775042942569145,1086,0.0436230621215538,71,0.131228993793371,0,inf,20,1.0418819297311346,21,0.2856409874477093,125,0.1093250787127793,Not Found
425 E 63rd St Apt E1G,"New York, NY 10065","425 E 63rd St Apt E1G New York, NY 10065 ",40.7619284,-73.9585301,15,0.4902020318518155,3,1.3508638560281356,113,0.3366735924156327,39,0.6729508098367631,2923,0.0691141994200463,178,0.1821482497980991,12,0.4630344909412735,21,0.2720318525691888,1623,0.0477155887228883,119,0.3366735924156327,1,1.995530735415697,30,0.4788155315847029,23,0.4362144034909399,215,0.1066675717433201,Not Found
8600 80th St,"Woodhaven, NY 11421","8600 80th St Woodhaven, NY 11421 ",40.6936097,-73.8631826,20,0.5255456515215772,1,1.569493264401176,63,0.1885149607268141,11,1.4604359435615533,585,0.1031457300437718,70,0.3906114549610611,1,2.2269197944040275,0,inf,1519,0.5417452922607724,70,0.1885149607268141,0,inf,0,inf,4,0.9064992185390292,85,0.1439483476568278,Not Found
150-47 70th Rd Unit 21B,"Flushing, NY 11367","150-47 70th Rd Unit 21B Flushing, NY 11367 ",40.7298599,-73.81851,17,0.4051539465740422,2,1.9738355723577312,24,1.249985855362587,6,1.88930526652882,572,0.1690181247691376,35,0.1799589609856159,1,1.232991435587066,0,inf,1489,0.102851817884149,34,1.249985855362587,0,inf,1,0.4574555118839816,3,0.4843322561102171,117,0.2512137290377539,Not Found
61-35 98 St Unit 8D,"Rego Park, NY 11374","61-35 98 St Unit 8D Rego Park, NY 11374 ",40.7339099,-73.8603399,14,1.6157053066600418,2,2.091291958450808,34,0.2755251717369566,8,1.7577269398112962,820,0.1810907290435209,43,0.6952729188682009,1,2.015140134380596,0,inf,1378,0.0614582334214234,39,0.2755251717369566,0,inf,1,2.2866749939636484,4,1.814045320924648,129,0.1146691252782708,Not Found
45 Tudor City Pl Apt 1715,"New York, NY 10017","45 Tudor City Pl Apt 1715 New York, NY 10017 ",40.7489931,-73.97025,19,0.8432132375210769,3,0.8294660494978898,129,0.3498958874308188,41,0.956473086144869,3439,0.0153589708709149,191,0.1666124211211215,13,0.5010293356846135,21,0.5466151185558215,1595,0.028914498065199,135,0.3498958874308188,1,0.9650548816506112,43,0.4003240019618814,23,0.3686486802204443,221,0.1379253837456509,Not Found
6 E 69th St,"New York, NY 10021","6 E 69th St New York, NY 10021 ",40.7700893,-73.9679143,17,0.9941572405420872,3,0.7910813109879434,110,0.2508543909844626,31,0.5314053289895864,2643,0.0836512599436545,182,0.1190952960118819,13,0.2858334943276829,16,0.775190626362464,1581,0.0494951131606253,118,0.2508543909844626,1,2.424831170579695,30,0.3114173679383054,24,0.185358443732064,201,0.0866770797567309,Not Found
300 Rector Pl # 8LM,"New York, NY 10280","300 Rector Pl # 8LM New York, NY 10280 ",40.7090294,-74.017177,18,0.1954183092162424,2,2.3680203315428905,100,0.2091470029178952,27,1.5136307524754258,2306,0.0476206222033482,154,0.2435399547367877,9,0.3005092125940727,16,1.4755067234102195,1093,0.0072841239671301,113,0.2091470029178952,1,2.94149218493488,39,0.2278896893376349,15,0.3629796295964326,149,0.0472592840109595,Not Found
85-04 63 Dr Unit 6E,"Rego Park, NY 11374","85-04 63 Dr Unit 6E Rego Park, NY 11374 ",40.7221829,-73.8665458,11,1.9453015095196449,2,2.935354400464397,45,0.6002105942635346,14,1.418539889610262,852,0.0536202105125328,71,0.1094966103908871,1,1.9206278482302128,0,inf,1420,0.05422107384185,49,0.6002105942635346,0,inf,2,2.7842019743245725,3,0.9941102681382046,130,0.0680323846032799,Not Found
144-60 Gravett Rd Unit 2B,"Flushing, NY 11367","144-60 Gravett Rd Unit 2B Flushing, NY 11367 ",40.7350999,-73.82523,14,0.2944233499152456,2,1.5436189333539747,25,1.319820551491326,3,1.9019231266619685,609,0.0945347532863468,37,0.6086088351259269,1,1.4325821704115826,0,inf,1457,0.0192421400121747,34,1.319820551491326,0,inf,1,0.446247486602155,3,0.822072878692339,117,0.1586687924848525,Not Found
1155 Park Ave # 10NE,"New York, NY 10128","1155 Park Ave # 10NE New York, NY 10128 ",40.7838162,-73.9542596,18,0.6175969841557742,2,1.8377135512826952,98,0.2259299634702304,16,1.2042510451721546,2062,0.0760005600568818,204,0.0826922290587225,10,1.2605592799560856,9,1.3159113285397803,1465,0.0787289114283693,104,0.2259299634702304,0,inf,21,0.4089454211037614,24,1.0879040710019334,173,0.0954983316409008,Not Found
812 Fifth Ave,"New York, NY 10065","812 Fifth Ave New York, NY 10065 ",40.7662872,-73.9711965,15,1.0109908382626294,3,0.6275156606522954,111,0.1271531389463488,35,0.2385235091380633,2879,0.010000643326906,173,0.1197402006062251,13,0.3778511498944419,21,0.6806105777060998,1556,0.0414798202682644,118,0.1271531389463488,1,2.1501770279065027,31,0.1727137683773925,23,0.316606336297062,200,0.2768461448333149,Not Found
,,  ,,,0,inf,0,inf,0,inf,0,inf,0,inf,0,inf,0,inf,0,inf,0,inf,0,inf,0,inf,0,inf,0,inf,0,inf,Not Found
161-15 99th St,"Howard Beach, NY 11414","161-15 99th St Howard Beach, NY 11414 ",40.6561757,-73.8330663,10,1.5386750500146895,1,1.6248278733275952,22,0.3283769921034682,4,2.1245150515206244,132,0.2932975528339697,20,0.2962356176987045,0,inf,0,inf,725,0.0249649231374618,30,0.3283769921034682,0,inf,0,inf,3,2.780608635983908,22,1.1913488283096918,Not Found
123 Third Ave Unit 3C,"New York, NY 10003","123 Third Ave Unit 3C New York, NY 10003 ",40.7329732,-73.9869733,23,0.4045662266384526,3,0.9799302254289772,146,0.0147533140497207,40,0.5124824424869782,3213,0.0135721180212158,193,0.1159355500733641,15,0.2436984205004301,23,0.3817873858070735,1514,0.0133570376114577,159,0.0147533140497207,1,0.7538171662559977,45,0.4345921949404539,28,0.3345786392900666,210,0.056519404856195,Not Found
330 Third Ave Unit 3L,"New York, NY 10010","330 Third Ave Unit 3L New York, NY 10010 ",40.7398059,-73.982438,22,0.3571811397483277,3,0.5377840066511935,144,0.2086051283885315,40,0.4206124640633972,3305,0.0111966795887351,195,0.1548781769160944,14,0.4122185904131544,23,0.3851026530239647,1568,0.048442954525096,155,0.2086051283885315,1,0.5946752519570028,50,0.230613520925955,29,0.0810689589132121,211,0.0432133049872811,Not Found
41 W 72nd St Apt 11H,"New York, NY 10023","41 W 72nd St Apt 11H New York, NY 10023 ",40.7773871,-73.9779855,13,0.3243261667699241,3,0.6700151287387788,98,0.1302929177363044,16,0.6516050927164333,2216,0.0296126536529068,184,0.2202725044432451,11,0.6738414977565954,14,0.3632548926059991,1443,0.0625149056865725,107,0.1302929177363044,1,2.926430323219941,29,0.0846546267126458,22,0.2459940074287849,176,0.072551732674187,Not Found
18-58 Cornelia St,"Ridgewood, NY 11385","18-58 Cornelia St Ridgewood, NY 11385 ",40.7020709,-73.903395,29,1.1661560946681957,0,inf,81,0.1614023305681105,22,0.4119764028196779,925,0.0110150353860434,121,0.0435103341158998,2,2.049070256293725,0,inf,1745,0.0419659216952789,84,0.1614023305681105,0,inf,3,1.0647494428244415,3,1.393848319322711,117,0.1265727888444399,Not Found
146-22 183rd St,"Springfield Gardens, NY 11413","146-22 183rd St Springfield Gardens, NY 11413 ",40.661785,-73.763802,12,0.2701168420181754,0,inf,0,inf,4,1.3865197815864223,95,0.226459679054169,18,0.3031338483624129,0,inf,0,inf,685,0.1356246408539785,11,0.7814424188683374,0,inf,0,inf,2,2.0775316110999147,26,0.8725887767741897,Not Found
105-09 Otis Ave Unit 1A,"Corona, NY 11368","105-09 Otis Ave Unit 1A Corona, NY 11368 ",40.7389187,-73.8553344,13,1.4948119883499618,2,1.6575119329818124,28,0.6963669279712605,6,1.851619446412637,744,0.2245810961017973,41,0.3809353749932236,1,2.087058287146341,0,inf,1336,0.1241901592702038,34,0.6963669279712605,0,inf,1,2.025160981853422,4,2.248152884552433,121,0.1780038484676391,Not Found
514 E 119th St,"New York, NY 10035","514 E 119th St New York, NY 10035 ",40.7964838,-73.9310173,31,0.8487249302170772,0,inf,80,0.5720577653430808,10,0.6587192459611113,1200,0.1753721845412267,214,0.0406029500135861,5,1.5356816853986237,2,1.78301581457023,1325,0.1215992753748112,83,0.5720577653430808,0,inf,22,0.960561661018051,12,1.8980598628564864,142,0.0784397556424852,Not Found
80 Central Park W Apt 8F,"New York, NY 10023","80 Central Park W Apt 8F New York, NY 10023 ",40.7741438,-73.9776905,15,0.4111437849182596,3,0.4791907520915764,103,0.1693387085149104,20,0.4579996392291817,2380,0.0788520183453234,184,0.2052512444042842,12,0.588729501726375,14,0.2846285616363598,1491,0.0416311431288047,112,0.1693387085149104,1,2.702158865635498,30,0.2143550800650782,23,0.0652790875297085,185,0.2819752408342723,Not Found
170 E 79th St Apt 12B,"New York, NY 10075","170 E 79th St Apt 12B New York, NY 10075 ",40.7744915,-73.958323,16,1.1891483438336063,2,1.3525146924797833,103,0.0985535437503326,23,1.0540033667919215,2388,0.035372188035544,181,0.0817496880077946,11,0.5902093560660006,11,0.6954479418869668,1544,0.028757122863468,109,0.0985535437503326,1,2.820156667761591,25,0.3054205010572877,22,0.5326615904948729,197,0.0843171053775435,Not Found
67-35 Yellowstone Blvd Unit 4D,"Forest Hills, NY 11375","67-35 Yellowstone Blvd Unit 4D Forest Hills, NY 11375 ",40.7277199,-73.84912,12,0.9832729370355868,2,2.173515100130911,35,0.2258229003299711,8,1.262245706774407,768,0.1533158747864321,50,0.70249962022152,1,1.291571801929425,0,inf,1486,0.0339108269328506,43,0.2258229003299711,0,inf,1,1.793837525132198,4,1.960676419837952,132,0.1549161431532643,Not Found
50 Pine St Apt 2,"New York, NY 10005","50 Pine St Apt 2 New York, NY 10005 ",40.7069134,-74.0085778,17,0.2747249774252007,2,2.4322853818553085,112,0.0343685927965256,31,1.342095602897884,2485,0.0175580731565304,164,0.0892049084749539,9,0.2004946095619247,17,1.6454135955101727,1095,0.1245966433399932,124,0.0343685927965256,1,2.7028348271279774,39,0.0495432762508071,16,0.2157624083165193,167,0.0496611837566996,Not Found
535 W End Ave Unit 4B,"New York, NY 10024","535 W End Ave Unit 4B New York, NY 10024 ",40.7887703,-73.9783283,12,0.4983968786023511,2,1.4251282531233995,75,0.1001558715143452,10,1.4104735254786538,1755,0.0891544611926636,167,0.0547466542948884,8,1.2903692038341463,9,1.0602691679951683,1297,0.0781754997153405,82,0.1001558715143452,0,inf,20,0.532529354262857,22,0.7487661067554504,136,0.0839192502882247,Not Found
50-32 43 Family St Unit 2,"Woodside, NY 11377","50-32 43 Family St Unit 2 Woodside, NY 11377 ",40.7456709,-73.9071806,3,2.6563536411487134,0,inf,49,0.2166913635721722,21,0.2587154250111241,1228,0.0134952491999943,69,0.8631134566353764,1,2.3380249771076613,1,2.829576479566505,1413,0.0393006565397939,52,0.2071947849960032,0,inf,4,1.1432308525906014,5,1.4098881131095824,151,0.0131061880366817,Not Found
500 W End Ave Apt 8C,"New York, NY 10024","500 W End Ave Apt 8C New York, NY 10024 ",40.7876054,-73.9783102,12,0.5143741881668272,2,1.346090464736846,76,0.1073607265374938,10,1.3312418016729932,1788,0.0366147819414947,169,0.1299324847338137,8,1.2179780499686408,9,0.98258692539122,1305,0.0551453042970022,83,0.1073607265374938,0,inf,22,0.4581663973660119,22,0.8032522459797913,141,0.0624066226945109,Not Found
333 E 91st St Apt 9B,"New York, NY 10128","333 E 91st St Apt 9B New York, NY 10128 ",40.7803429,-73.947266,17,0.558195492589978,2,2.0394013960287034,101,0.2743593334075001,19,1.3106527547678588,2110,0.0164029280215133,197,0.0654147590511139,10,1.2679576073289374,8,1.1481394244714105,1516,0.0263698112479089,105,0.2743593334075001,0,inf,21,0.4063533611525129,20,1.229681988970647,180,0.0427967133807132,Not Found
170 W 74th St Apt 307,"New York, NY 10023","170 W 74th St Apt 307 New York, NY 10023 ",40.7794608,-73.979919,14,0.2367096203044244,3,0.7781744268811471,95,0.1061175447459196,16,0.7630362197050328,2144,0.0498070213441912,183,0.1685593029266395,11,0.6965528909965889,13,0.4222997828943144,1414,0.0839741942871381,104,0.1061175447459196,1,3.079432103474597,29,0.1104885096636753,22,0.3882563047717529,167,0.131104401666936,Not Found
54-44 Little Neck Pkwy Unit 2D,"Little Neck, NY 11362","54-44 Little Neck Pkwy Unit 2D Little Neck, NY 11362 ",40.7670999,-73.7274399,14,0.5959407809696079,0,inf,0,inf,1,2.2660059390069374,160,0.1775371637318125,16,0.7985236492988255,0,inf,0,inf,448,0.0405153793197305,5,0.8879643423878104,0,inf,0,inf,3,1.2850247578270166,22,0.3168117605030625,Not Found
66-50 Thornton Pl,"Rego Park, NY 11374","66-50 Thornton Pl Rego Park, NY 11374 ",40.7222807,-73.8578174,12,1.500027546371671,2,2.6982939534329584,45,0.3932796153573664,13,1.0961898639371737,833,0.169467945153435,55,0.4146999133695765,1,1.4857961589759157,0,inf,1488,0.1987236028225847,52,0.3932796153573664,0,inf,1,2.358015436959103,3,1.3772026303622718,137,0.15592767644326,Not Found
121-30 238 St Unit 128640054,"Rosedale, NY 11422","121-30 238 St Unit 128640054 Rosedale, NY 11422 ",40.6830239,-73.7285011,12,0.949396576751547,0,inf,0,inf,4,0.941390775422953,123,0.5575626046677243,26,0.678317866151059,0,inf,0,inf,777,0.0677544897040501,13,1.2425052536525714,0,inf,0,inf,1,0.9998549624079706,22,0.6616657944603889,Not Found
765 Park Ave Apt 12A,"New York, NY 10021","765 Park Ave Apt 12A New York, NY 10021 ",40.7712025,-73.9634552,13,1.1701434577754612,3,1.0345929228612385,108,0.2320123368068964,27,0.7092917529857549,2546,0.0772287654546584,185,0.1630441507467976,11,0.2819715485719353,14,0.6316420764030571,1549,0.0652078769386667,114,0.2320123368068964,1,2.5363849885607173,29,0.1593312513199266,22,0.1934147597800189,205,0.1872731469104739,Not Found
209-33 26 Ave Unit 3F,"Bayside, NY 11360","209-33 26 Ave Unit 3F Bayside, NY 11360 ",40.7773487,-73.7814992,12,0.5286780397402036,1,2.868597332527627,1,2.8197595525883146,1,2.8143867418406394,242,0.1510177898606477,21,0.3629284670454223,0,inf,0,inf,657,0.0764293734456447,9,1.1044125171366428,0,inf,1,1.9835221321040508,5,0.7668803814744916,34,0.2708526785968387,Not Found
40 W 72nd St Apt 104,"New York, NY 10023","40 W 72nd St Apt 104 New York, NY 10023 ",40.7765585,-73.9771279,13,0.3748920078651076,3,0.6373266928611219,99,0.0625052927589241,17,0.6174678828378711,2260,0.0087830409890717,184,0.2310310531850581,11,0.6812569826069229,14,0.3652394613720446,1451,0.0492050819822696,108,0.0625052927589241,1,2.8656636196179104,29,0.1510178108982678,22,0.2060746058677733,175,0.1340632685329978,Not Found
333 E 66th St Apt 14F,"New York, NY 10065","333 E 66th St Apt 14F New York, NY 10065 ",40.7647898,-73.9602957,15,0.7054143504038983,3,1.2081984713034633,114,0.2926475017683727,36,0.5930151632754431,2798,0.0718523680458461,174,0.0477217078295049,12,0.2566536411754828,18,0.282460280680573,1623,0.0636065635888381,120,0.2926475017683727,1,2.149307730828218,29,0.3426676831020919,23,0.2733698685578125,214,0.118378848810636,Not Found
234 W 16th St Apt 4C,"New York, NY 10011","234 W 16th St Apt 4C New York, NY 10011 ",40.7401759,-73.9997662,20,0.3575100380911633,3,0.2987757061112643,125,0.1162090250793082,38,0.241511152314816,3133,0.0481896181942464,161,0.1756867079943742,14,0.4371385258438891,23,0.4177528115110401,1557,0.0963439745364094,141,0.1162090250793082,1,1.4520252732806846,45,0.1066067477873753,29,0.339160020093053,191,0.0975441044935502,Not Found
2316 1st Ave,"New York, NY 10035","2316 1st Ave New York, NY 10035 ",40.797735,-73.933806,32,0.8343675444137925,0,inf,78,0.4112896088377394,11,0.4964520785677379,1209,0.0192786108795346,215,0.0794629366338074,5,1.5052990313896837,3,1.6300861792255783,1315,0.1021185613126435,81,0.4112896088377394,0,inf,22,0.8199178788193273,14,1.731089656938568,141,0.1874355115545017,Not Found
15218 Union Tpke Apt 9J,"Flushing, NY 11367","15218 Union Tpke Apt 9J Flushing, NY 11367 ",40.7188694,-73.8111217,19,1.2088358692138546,2,2.815987311077209,22,0.8149688853982195,5,1.1383144474964564,515,0.0782029319066774,44,0.8397332321942983,1,1.092812845744193,0,inf,1513,0.0364859652174861,32,0.8149688853982195,0,inf,1,1.245337761701104,2,0.941303597495189,109,0.3042450676073586,Not Found
66-50 Thornton Pl,"Rego Park, NY 11374","66-50 Thornton Pl Rego Park, NY 11374 ",40.7222807,-73.8578174,12,1.500027546371671,2,2.6982939534329584,45,0.3932796153573664,13,1.0961898639371737,833,0.169467945153435,55,0.4146999133695765,1,1.4857961589759157,0,inf,1488,0.1987236028225847,52,0.3932796153573664,0,inf,1,2.358015436959103,3,1.3772026303622718,137,0.15592767644326,Not Found
214-11 35th Ave Unit 3A,"Bayside, NY 11361","214-11 35th Ave Unit 3A Bayside, NY 11361 ",40.769683,-73.772184,10,0.974882433302822,0,inf,1,3.1081577758485714,0,inf,230,0.3333215987268807,19,0.3007239132922835,0,inf,0,inf,696,0.0941786217008258,8,0.454188452957695,0,inf,1,2.640609555746193,5,1.0811404689493955,31,0.770340879860168,Not Found
248 E 32nd St Unit Th,"New York, NY 10016","248 E 32nd St Unit Th New York, NY 10016 ",40.7435991,-73.977431,21,0.7005558951087931,3,0.5060869486440599,137,0.3008177604677046,42,0.5907788700803234,3438,0.0184050041171189,190,0.2174989110422546,13,0.2337146053814572,21,0.2416103661545416,1563,0.0786395909128476,144,0.3008177604677046,1,0.6294137620114286,48,0.4448165770490703,26,0.3859145628365566,224,0.0898076749471149,Not Found
103 E 75th St # 1RW,"New York, NY 10021","103 E 75th St # 1RW New York, NY 10021 ",40.7731502,-73.9622576,12,1.1878181245442287,3,1.1278312463256674,107,0.1312912566803002,27,0.8556207047195239,2436,0.1028554895198715,186,0.0530586303078772,11,0.4253581076190742,12,0.6959129553811778,1536,0.0959171324876703,113,0.1312912566803002,1,2.6807028703907045,27,0.0935989524593943,22,0.3417499194365205,199,0.0884879327139136,Not Found
120 Riverside Blvd Unit 4J,"New York, NY 10069","120 Riverside Blvd Unit 4J New York, NY 10069 ",40.7762667,-73.9890542,14,0.2701295493020766,3,0.6333162459223608,91,0.4144109630905283,19,0.6348273884813561,2229,0.2106498246403046,159,0.2190087991118935,12,0.3147904776318091,14,0.3543405962494214,1360,0.0941570723761462,98,0.4144109630905283,1,2.960846026085771,28,0.4438362420184563,23,0.2725175201721248,161,0.1457955117619361,Not Found
7234 Austin St Apt F2,"Forest Hills, NY 11375","7234 Austin St Apt F2 Forest Hills, NY 11375 ",40.7186531,-73.8415906,14,0.8944394382426339,2,2.6923140188958827,39,0.2251005958323398,6,0.6455342267775778,690,0.008281002481665,48,0.0474324850270515,1,0.6027346216556332,0,inf,1519,0.1084533271548865,45,0.1832875862379897,0,inf,1,1.78210607965921,3,1.915525625348044,128,0.0435363258138419,Not Found
501 W 123rd St Apt 18G,"New York, NY 10027","501 W 123rd St Apt 18G New York, NY 10027 ",40.8113855,-73.957727,26,0.1396695000211261,0,inf,64,0.2731856758427298,3,1.1442995586788176,918,0.0116763330657573,207,0.0632439096353199,5,0.1472173147806665,2,0.5773859861247151,1032,0.0090365468107402,67,0.2731856758427298,0,inf,20,0.5682867626053011,17,0.523591436947135,113,0.0736005835308487,Not Found
910 Park Ave # 1N,"New York, NY 10075","910 Park Ave # 1N New York, NY 10075 ",40.776236,-73.960369,17,1.0333134171638,2,1.2963219827351389,99,0.1803658676926711,21,1.088332485798271,2323,0.1020414184994727,185,0.1080910849166167,10,0.6569251322026627,11,0.8425333455900159,1502,0.0753738504643814,105,0.1803658676926711,1,2.910077372535244,25,0.2407991959621535,23,0.5765902453673268,192,0.2325000049652955,Not Found
214-25 28th Ave,"Bayside, NY 11360","214-25 28th Ave Bayside, NY 11360 ",40.7777769,-73.7738692,11,0.8467532534083513,0,inf,0,inf,0,inf,175,0.1606800573900975,17,0.4041674046946963,0,inf,0,inf,583,0.0918969810818087,7,1.017707156034501,0,inf,1,2.093543490233381,5,1.1187581864531024,20,0.2546026095492101,Not Found
17 W 17th St Fl 7,"New York, NY 10011","17 W 17th St Fl 7 New York, NY 10011 ",40.7385585,-73.993239,21,0.2192940185730648,3,0.6576280160703343,134,0.1665871139295602,38,0.1202837134926706,3255,0.0075425277670759,174,0.0300196315329432,14,0.2852897396013122,23,0.1327435221399506,1582,0.0703162146004843,149,0.1665871139295602,1,1.0930394485370516,46,0.0507007387531475,28,0.1343645091780587,206,0.2311682760514777,Not Found
55 Wall St Apt 708,"New York, NY 10005","55 Wall St Apt 708 New York, NY 10005 ",40.7059312,-74.0093393,17,0.3158573439466727,2,2.5032581391160744,108,0.0553224438189426,31,1.4198560431708434,2427,0.0145713756973663,164,0.0993716355306482,9,0.1673019325207375,16,1.7236571123219673,1079,0.1013746784206564,119,0.0553224438189426,1,2.779469728127822,38,0.0312661501817193,16,0.1603406797972,166,0.0823529742080811,Not Found
70-25 Yellowstone Blvd Unit 5K,"Forest Hills, NY 11375","70-25 Yellowstone Blvd Unit 5K Forest Hills, NY 11375 ",40.7226099,-73.8495,14,1.0796473101067214,2,2.5140466594352056,42,0.2689685280859427,9,0.92133742028046,778,0.0573945433815152,52,0.4757267277504455,1,1.0973420187266822,0,inf,1540,0.0134135587455855,48,0.2689685280859427,0,inf,1,1.9574032225453288,3,1.7818719654429953,135,0.073070168566387,Not Found
109-18 Lefferts Blvd Unit D2,"South Ozone Park, NY 11420","109-18 Lefferts Blvd Unit D2 South Ozone Park, NY 11420 ",40.6814967,-73.8221788,13,0.7534547159683205,1,1.939371121440367,31,0.3630157699616493,7,0.373823858490856,310,0.0966004169549313,32,0.218657433028176,1,2.350350662977548,0,inf,1218,0.0325460699314421,42,0.3630157699616493,0,inf,0,inf,1,1.5605501690169417,63,0.2421023938516896,Not Found
