Property Link,Type of House,Property Value,bed,bath,"
bed",Area (Sqft),Address line 1,Address line 2,Full Address,PropertyLotSizeMetastyles__StyledPropertyLotSizeMeta-rui__sc-1cz4zco-0,lot size,appreciate/depreciate
https://www.realtor.com/realestateandhomes-detail/116-E-61st-St_New-York_NY_10065_M41587-56210?from=srp-list-card,Townhouse for sale,"$15,950,000",6,6.5,,"5,750",116 E 61st St,"New York, NY 10065",,,,$500k
https://www.realtor.com/realestateandhomes-detail/490-Steuben-St_Staten-Island_NY_10305_M34381-77207?from=srp-list-card,House for sale,"$1,079,000",5,3,,"1,248",490 Steuben St,"Staten Island, NY 10305",,sqft lot,"5,243",$10k
https://www.realtor.com/realestateandhomes-detail/43-E-10th-St-Apt-2D_New-York_NY_10003_M91037-00546?from=srp-list-card,House for sale,"$850,000",1,1,,,43 E 10th St Apt 2D,"New York, NY 10003",,sqft lot,"6,650",
https://www.realtor.com/realestateandhomes-detail/278-Nagle-Ave-Apt-2E_New-York_NY_10034_M31061-21301?from=srp-list-card,Co-op for sale,"$250,000",2,1,,,278 Nagle Ave Apt 2E,"New York, NY 10034",,,,
https://www.realtor.com/realestateandhomes-detail/210-Congress-St-Apt-1F_Brooklyn_NY_11201_M92174-78851?from=srp-list-card,Co-op for sale,"$675,000",1,1,,,210 Congress St Apt 1F,"Brooklyn, NY 11201",,,,$24k
https://www.realtor.com/realestateandhomes-detail/415-Main-St-Apt-14F_New-York_NY_10044_M33744-86194?from=srp-list-card,Condo for sale,"$1,300,000",2,2,,"1,153",415 Main St Apt 14F,"New York, NY 10044",,acre lot,0.93,$95k
https://www.realtor.com/realestateandhomes-detail/485-Minnieford-Ave_Bronx_NY_10464_M41438-72425?from=srp-list-card,Multi-family home for sale,"$629,021",3,2,,"1,035",483-485 Minnieford Ave,"Bronx, NY 10464",,sqft lot,"5,001",
https://www.realtor.com/realestateandhomes-detail/5-Pleasant-Plains-Ave_Staten-Island_NY_10309_M32923-73244?from=srp-list-card,House for sale,"$850,000",4,1.5,,"1,880",5 Pleasant Plains Ave,"Staten Island, NY 10309",,sqft lot,"6,000",
https://www.realtor.com/realestateandhomes-detail/116-Pinehurst-Ave-Apt-D31_New-York_NY_10033_M93120-52305?from=srp-list-card,Co-op for sale,"$837,000",2,1,,,116 Pinehurst Ave Apt D31,"New York, NY 10033",,acre lot,4.39,
https://www.realtor.com/realestateandhomes-detail/6735-Ridge-Blvd-Apt-6A_Brooklyn_NY_11220_M41117-22005?from=srp-list-card,Co-op for sale,"$465,000",2,1,,"1,008",6735 Ridge Blvd Apt 6A,"Brooklyn, NY 11220",,,,
https://www.realtor.com/realestateandhomes-detail/3112-Tiemann-Ave_Bronx_NY_10469_M37230-42657?from=srp-list-card,House for sale,"$649,500",4,2,,"1,528",3112 Tiemann Ave,"Bronx, NY 10469",,sqft lot,"3,383",$25.5k
https://www.realtor.com/realestateandhomes-detail/3165-138th-St-Apt-2C_Flushing_NY_11354_M39372-84499?from=srp-list-card,Co-op for sale,"$168,888",1,1,,,31-65 138 St Unit 2C,"Flushing, NY 11354",,,,
https://www.realtor.com/realestateandhomes-detail/4901-Henry-Hudson-Pkwy-W-Apt-5F_Bronx_NY_10471_M95335-51495?from=srp-list-card,Co-op for sale,"$225,000",1,1,,,4901 Henry Hudson Pkwy W Apt 5F,"Bronx, NY 10471",,,,$4k
https://www.realtor.com/realestateandhomes-detail/34-1st-Pl_Brooklyn_NY_11231_M96929-13063?from=srp-list-card,Townhouse for sale,"$4,250,000",7,5,,,34 1st Pl,"Brooklyn, NY 11231",,,,
https://www.realtor.com/realestateandhomes-detail/252-Richardson-St-Apt-3L_Brooklyn_NY_11222_M97821-69175?from=srp-list-card,Condo for sale,"$1,595,000",3,2.5,,"1,426",252 Richardson St Apt 3L,"Brooklyn, NY 11222",,,,
https://www.realtor.com/realestateandhomes-detail/131-E-66th-St-89EF_New-York_NY_10065_M90505-62038?from=srp-list-card,Pending,"$2,250,000",4,3.5,,"4,780",131 E 66th St Units 8 & 9EF,"Manhattan, NY 10065",,,,
https://www.realtor.com/realestateandhomes-detail/207-W-21st-St-Apt-1_New-York_NY_10011_M42167-60879?from=srp-list-card,Co-op for sale,"$1,199,000",2,2,,"1,161",207 W 21st St Apt 1,"New York, NY 10011",,,,
https://www.realtor.com/realestateandhomes-detail/269-W-72nd-St-6AB_New-York_NY_10023_M49536-28583?from=srp-list-card,Pending,"$1,395,000",3,2,,,269 W 72nd St Unit 6AB,"Manhattan, NY 10023",,,,
https://www.realtor.com/realestateandhomes-detail/87-Mercer-St-B_New-York_NY_10012_M43627-54624?from=srp-list-card,Co-op for sale,"$19,950,000",4,5.5+,,,87 Mercer St # B,"New York, NY 10012",,,,
https://www.realtor.com/realestateandhomes-detail/6712-Yellowstone-Blvd-Apt-G7_Forest-Hills_NY_11375_M40610-61845?from=srp-list-card,Co-op for sale,"$280,000",1,1,,,67-12 Yellowstone Blvd Unit G7,"Forest Hills, NY 11375",,,,
https://www.realtor.com/realestateandhomes-detail/3-W-122nd-St-Apt-2D_New-York_NY_10027_M38255-28247?from=srp-list-card,Townhouse for sale,"$650,000",2,1,,829,3 W 122nd St Apt 2D,"Manhattan, NY 10027",,,,$50k
https://www.realtor.com/realestateandhomes-detail/2320-Bell-Blvd-Apt-2D_Bayside_NY_11360_M40082-10515?from=srp-list-card,Co-op for sale,"$258,888",1,1,,800,23-20 Bell Blvd Unit 2D,"Bayside, NY 11361",,,,
https://www.realtor.com/realestateandhomes-detail/131-Surf-Dr_Bronx_NY_10473_M44373-80668?from=srp-list-card,Condo for sale,"$550,000",3,2,,"1,206",131 Surf Dr Unit 38,"Bronx, NY 10473",,,,$5k
https://www.realtor.com/realestateandhomes-detail/14716-20th-Ave_Whitestone_NY_11357_M47574-22020?from=srp-list-card,Multi-family home for sale,"$1,680,000",Studio,0.5,1,"2,336",147-16 20th Ave,"Whitestone, NY 11357",,sqft lot,"3,000",$118k
https://www.realtor.com/realestateandhomes-detail/1635-Lexington-Ave-Apt-3E_New-York_NY_10029_M39840-35800?from=srp-list-card,Condo for sale,"$625,000",1,1,,810,1635 Lexington Ave Apt 3E,"New York, NY 10029",,,,$25k
https://www.realtor.com/realestateandhomes-detail/10464-126th-St_South-Richmond-Hill_NY_11419_M48988-71462?from=srp-list-card,Pending,"$600,000",6,3,,"1,810",104-64 126th St,"South Richmond Hill, NY 11419",,sqft lot,"2,952",
https://www.realtor.com/realestateandhomes-detail/122-Palmetto-St-Apt-3L_Brooklyn_NY_11221_M91886-99773?from=srp-list-card,Condo for sale,"$685,000",1,1,,750,122 Palmetto St Apt 3L,"Brooklyn, NY 11221",,,,
https://www.realtor.com/realestateandhomes-detail/123A-2nd-Pl_Brooklyn_NY_11231_M92877-86017?from=srp-list-card,Townhouse for sale,"$3,250,000",4,4,,"3,072",123A 2nd Pl,"Brooklyn, NY 11231",,sqft lot,"1,667",$50k
https://www.realtor.com/realestateandhomes-detail/3135-Shore-Pkwy_Brooklyn_NY_11235_M30077-71865?from=srp-list-card,House for sale,"$799,000",5,3,,"1,760",3135 Shore Pkwy,"Brooklyn, NY 11235",,sqft lot,"2,182",$21k
https://www.realtor.com/realestateandhomes-detail/33-Park-Row-3_New-York_NY_10038_M96496-44130?from=srp-list-card,Condo for sale,"$19,500,000",5,5.5,,"5,403",33 Park Row Ph 3,"Manhattan, NY 10038",,,,
https://www.realtor.com/realestateandhomes-detail/40-Saturn-Ln_Staten-Island_NY_10314_M49729-68751?from=srp-list-card,House for sale,"$510,000",2,1,,938,40 Saturn Ln,"Staten Island, NY 10314",,sqft lot,"1,166",$15k
https://www.realtor.com/realestateandhomes-detail/303-E-49th-St-Apt-12_New-York_NY_10017_M37833-24246?from=srp-list-card,Condo for sale,"$1,750,000",2,2,,"1,228",303 E 49th St Apt 12,"New York, NY 10017",,,,
https://www.realtor.com/realestateandhomes-detail/1391-E-29th-St_Brooklyn_NY_11210_M43463-17808?from=srp-list-card,House for sale,"$1,299,000",3,2.5,,"1,696",1391 E 29th St,"Brooklyn, NY 11210",,sqft lot,"2,520",
https://www.realtor.com/realestateandhomes-detail/2217-E-13th-St_Brooklyn_NY_11229_M41980-38549?from=srp-list-card,House for sale,"$950,000",2,1,,876,2217 E 13th St,"Brooklyn, NY 11229",,sqft lot,"2,500",
https://www.realtor.com/realestateandhomes-detail/3527-80th-St-Apt-51_Jackson-Heights_NY_11372_M41537-40318?from=srp-list-card,Co-op for sale,"$297,000",1,1,,,35-27 80th St Unit 51,"Jackson Heights, NY 11372",,,,$15k
https://www.realtor.com/realestateandhomes-detail/9905-220th-St_Queens-Village_NY_11429_M42184-44694?from=srp-list-card,House for sale,"$879,000",3,2.5,,"1,608",9905 220th St,"Queens Village, NY 11429",,,,
https://www.realtor.com/realestateandhomes-detail/417-E-87th-St-Apt-B_New-York_NY_10128_M36548-34699?from=srp-list-card,Co-op for sale,"$265,000",Studio,1,1,,417 E 87th St Apt B,"New York, NY 10128",,,,
https://www.realtor.com/realestateandhomes-detail/24604-139th-Ave_Rosedale_NY_11422_M35742-50387?from=srp-list-card,Multi-family home for sale,"$990,990",7,5,,,246-04 139 Ave,"Rosedale, NY 11422",,sqft lot,"5,000",
https://www.realtor.com/realestateandhomes-detail/230-7th-St_Brooklyn_NY_11215_M37181-75277?from=srp-list-card,Townhouse for sale,"$2,449,000",4,3.5,,"2,334",230 7th St,"Brooklyn, NY 11215",,,,$46k
https://www.realtor.com/realestateandhomes-detail/2534-E-12th-St_Brooklyn_NY_11235_M48588-94399?from=srp-list-card,Multi-family home for sale,"$450,000",,2,,"1,462",2534 E 12th St,"Brooklyn, NY 11235",,sqft lot,"3,360",$300k
https://www.realtor.com/realestateandhomes-detail/854-W-181st-St-Apt-3H_New-York_NY_10033_M47706-71698?from=srp-list-card,Co-op for sale,"$350,000",1,1,,,854 W 181st St Apt 3H,"New York, NY 10033",,,,$15k
https://www.realtor.com/realestateandhomes-detail/16-Minetta-Ln_New-York_NY_10012_M41992-94555?from=srp-list-card,Townhouse for sale,"$20,065,000",4,4.5,,"4,200",16 Minetta Ln,"New York, NY 10012",,,,
https://www.realtor.com/realestateandhomes-detail/160-Imlay-St-6A2_Brooklyn_NY_11231_M93494-29574?from=srp-list-card,Condo for sale,"$2,988,000",4,4,,"3,436",160 Imlay St Unit 6A2,"Brooklyn, NY 11231",,,,
https://www.realtor.com/realestateandhomes-detail/2904-Atlantic-Ave_Brooklyn_NY_11207_M42062-43354?from=srp-list-card,Multi-family home for sale,"$1,850,000",,16,,"9,000",2904 Atlantic Ave,"Brooklyn, NY 11207",,sqft lot,"2,592",
https://www.realtor.com/realestateandhomes-detail/25-Tudor-City-Pl-Apt-1902_New-York_NY_10017_M33185-66798?from=srp-list-card,Co-op for sale,"$280,000",Studio,1,1,,25 Tudor City Pl Apt 1902,"Manhattan, NY 10017",,,,$15k
https://www.realtor.com/realestateandhomes-detail/11-E-74th-St_New-York_NY_10021_M98339-53887?from=srp-list-card,Townhouse for sale,"$43,000,000",6,8.5,,"10,800",11 E 74th St,"Manhattan, NY 10021",,,,
https://www.realtor.com/realestateandhomes-detail/8609-Jamaica-Ave_Woodhaven_NY_11421_M97970-05575?from=srp-list-card,Multi-family home for sale,"$1,690,000",8,3,,,86-09 Jamaica Ave,"Woodhaven, NY 11421",,,,
https://www.realtor.com/realestateandhomes-detail/829-Park-Ave-Apt-7C_New-York_NY_10021_M95157-70070?from=srp-list-card,Co-op for sale,"$3,295,000",3,3,,,829 Park Avenue Ave Unit 7C,"Manhattan, NY 10021",,acre lot,20,
https://www.realtor.com/realestateandhomes-detail/401-E-74th-St-Apt-10M_New-York_NY_10021_M97941-69819?from=srp-list-card,Co-op for sale,"$845,000",2,1,,950,401 E 74th St Apt 10M,"New York, NY 10021",,,,
https://www.realtor.com/realestateandhomes-detail/2630-Kingsbridge-Ter-Apt-3U_Bronx_NY_10463_M92176-12963?from=srp-list-card,Co-op for sale,"$119,000",1,1,,550,2630 Kingsbridge Ter Apt 3U,"Bronx, NY 10463",,,,
https://www.realtor.com/realestateandhomes-detail/1309-Decatur-St_Brooklyn_NY_11207_M44200-23147?from=srp-list-card,Multi-family home for sale,"$1,745,000",12,8,,"3,300",1309 Decatur St,"Brooklyn, NY 11207",,,,
https://www.realtor.com/realestateandhomes-detail/108-E-78th-St_New-York_NY_10075_M48064-10470?from=srp-list-card,Townhouse for sale,"$9,850,000",4,4.5,,"5,500",108 E 78th St,"New York, NY 10075",,sqft lot,"1,839",
https://www.realtor.com/realestateandhomes-detail/2924-Baisley-Ave_Bronx_NY_10461_M47234-72777?from=srp-list-card,House for sale,"$699,000",3,2,,"1,632",2924 Baisley Ave,"Bronx, NY 10461",,sqft lot,"1,800",
https://www.realtor.com/realestateandhomes-detail/1543-W-1st-St-Apt-E8_Brooklyn_NY_11204_M37538-00479?from=srp-list-card,Condo for sale,"$549,000",2,1,,"1,164",1543 W 1st St Apt E8,"Brooklyn, NY 11204",,,,
https://www.realtor.com/realestateandhomes-detail/253-Etna-St_Brooklyn_NY_11208_M46737-61049?from=srp-list-card,Townhouse for sale,"$1,030,000",7,3,,"2,120",253 Etna St,"Brooklyn, NY 11208",,sqft lot,"2,894",
https://www.realtor.com/realestateandhomes-detail/322-Webster-Ave_Brooklyn_NY_11230_M45212-51142?from=srp-list-card,House for sale,"$899,000",3,1.5,,"1,152",322 Webster Ave,"Brooklyn, NY 11230",,sqft lot,"1,548",$51k
https://www.realtor.com/realestateandhomes-detail/2324-Stuart-St_Brooklyn_NY_11229_M49906-39656?from=srp-list-card,House for sale,"$799,000",3,2.5,,"1,064",2324 Stuart St,"Brooklyn, NY 11229",,sqft lot,"2,199",
https://www.realtor.com/realestateandhomes-detail/4824-Robertson-St_Bronx_NY_10470_M49441-73395?from=srp-list-card,Multi-family home for sale,"$799,000",Studio,,1,"1,975",4824 Robertson St,"Bronx, NY 10470",,sqft lot,"2,500",
https://www.realtor.com/realestateandhomes-detail/9121-89th-St_Woodhaven_NY_11421_M45393-03755?from=srp-list-card,House for sale,"$625,000",3,1.5,,"1,280",91-21 89th St,"Woodhaven, NY 11421",,sqft lot,"1,942",
https://www.realtor.com/realestateandhomes-detail/53-Evans-St_Staten-Island_NY_10314_M45146-28626?from=srp-list-card,House for sale,"$699,900",3,1.5,,"1,874",53 Evans St,"Staten Island, NY 10314",,sqft lot,"2,600",
https://www.realtor.com/realestateandhomes-detail/10011-67th-Rd-Apt-419_Forest-Hills_NY_11375_M35611-65026?from=srp-list-card,Co-op for sale,"$319,000",1,1,,800,100-11 67th Rd Unit 419,"Forest Hills, NY 11375",,,,
https://www.realtor.com/realestateandhomes-detail/120-E-78th-St_New-York_NY_10075_M46388-92262?from=srp-list-card,Townhouse for sale,"$24,995,000",9,9.5+,,"13,000",120 E 78th St,"New York, NY 10075",,sqft lot,"1,836",
https://www.realtor.com/realestateandhomes-detail/714-Annadale-Rd_Staten-Island_NY_10312_M41481-16157?from=srp-list-card,House for sale,"$1,198,888",5,4,,"3,096",714 Annadale Rd,"Staten Island, NY 10312",,sqft lot,"8,423",
https://www.realtor.com/realestateandhomes-detail/116-Pinehurst-Ave-Apt-D11_New-York_NY_10033_M91637-09873?from=srp-list-card,Co-op for sale,"$755,000",2,1,,"1,000",116 Pinehurst Ave Apt D11,"Manhattan, NY 10033",,acre lot,4.39,$10k
https://www.realtor.com/realestateandhomes-detail/18-W-76th-St_New-York_NY_10023_M92906-81965?from=srp-list-card,Townhouse for sale,"$11,450,000",6,7,,"10,498",18 W 76th St,"Manhattan, NY 10023",,,,$1.4M
https://www.realtor.com/realestateandhomes-detail/168-E-80th-St_New-York_NY_10075_M96669-57072?from=srp-list-card,House for sale,"$10,750,000",12,4,,,168 E 80th St,"New York, NY 10075",,sqft lot,"2,554",
https://www.realtor.com/realestateandhomes-detail/116-Washington-Pl_New-York_NY_10014_M30282-18212?from=srp-list-card,Townhouse for sale,"$7,700,000",4,4,,"4,650",116 W Washington Pl,"New York, NY 10014",,sqft lot,"1,278",
https://www.realtor.com/realestateandhomes-detail/108-Bay-32nd-St_Brooklyn_NY_11214_M32254-53608?from=srp-list-card,Multi-family home for sale,"$1,899,000",,3,,"3,504",108 Bay 32nd St,"Brooklyn, NY 11214",,sqft lot,"3,867",
https://www.realtor.com/realestateandhomes-detail/2347-Wickham-Ave_Bronx_NY_10469_M32647-34724?from=srp-list-card,Multi-family home for sale,"$869,000",5,2,,"2,012",2347 Wickham Ave,"Bronx, NY 10469",,sqft lot,"4,000",$30k
https://www.realtor.com/realestateandhomes-detail/2325-123rd-St_College-Point_NY_11356_M32711-97445?from=srp-list-card,Multi-family home for sale,"$998,000",Studio,1,1,"1,840",23-25 123 St,"College Point, NY 11356",,,,
https://www.realtor.com/realestateandhomes-detail/10-W-66th-St-Apt-3G_New-York_NY_10023_M92251-10100?from=srp-list-card,Co-op for sale,"$1,395,000",2,2,,,10 W 66th St Apt 3G,"New York, NY 10023",,,,
https://www.realtor.com/realestateandhomes-detail/7025-Yellowstone-Blvd-Apt-21D_Forest-Hills_NY_11375_M94528-73914?from=srp-list-card,Co-op for sale,"$449,000",2,1,,"1,000",70-25 Yellowstone Blvd Unit 21D,"Forest Hills, NY 11375",,,,$50k
https://www.realtor.com/realestateandhomes-detail/120-Dean-St_Brooklyn_NY_11201_M94366-74279?from=srp-list-card,House for sale,"$5,490,000",10,4,,"3,936",120 Dean St,"Brooklyn, NY 11201",,acre lot,"2,183",
https://www.realtor.com/realestateandhomes-detail/211-Morningstar-Rd_Staten-Island_NY_10303_M45784-82856?from=srp-list-card,Pending,"$199,000",2,2,,899,211 Morningstar Rd,"Staten Island, NY 10303",,sqft lot,"3,125",
https://www.realtor.com/realestateandhomes-detail/25614-Horace-Harding-Expy_Little-Neck_NY_11362_M48404-66190?from=srp-list-card,House for sale,"$899,000",3,2.5,,"1,296",25614 Horace Harding Expy,"Little Neck, NY 11362",,sqft lot,"2,178",
https://www.realtor.com/realestateandhomes-detail/85-Charles-St_New-York_NY_10014_M46997-01630?from=srp-list-card,Townhouse for sale,"$12,995,000",5,4.5+,,"4,928",85 Charles St,"Manhattan, NY 10014",,,,
https://www.realtor.com/realestateandhomes-detail/400-E-56th-St-Apt-35K_New-York_NY_10022_M43607-98483?from=srp-list-card,Co-op for sale,"$649,000",1,1,,,400 E 56th St Apt 35K,"Manhattan, NY 10022",,,,
https://www.realtor.com/realestateandhomes-detail/201-W-17th-St-Ph-F_New-York_NY_10011_M34860-61404?from=srp-list-card,Condo for sale,"$5,100,000",4,2,,"2,183",201 W 17th St Ph F,"New York, NY 10011",,,,$395k
https://www.realtor.com/realestateandhomes-detail/67-Brewster-St_Staten-Island_NY_10304_M44516-96599?from=srp-list-card,Multi-family home for sale,"$825,000",4,3,,"2,225",67 Brewster St,"Staten Island, NY 10304",,sqft lot,"5,000",
https://www.realtor.com/realestateandhomes-detail/9718-Fort-Hamilton-Pkwy-Apt-4J_Brooklyn_NY_11209_M35014-70154?from=srp-list-card,Condo for sale,"$895,000",2,2,,909,9718 Ft Hamilton Pkwy Unit 4J,"Brooklyn, NY 11209",,,,
https://www.realtor.com/realestateandhomes-detail/556-Clinton-St_Brooklyn_NY_11231_M41257-12355?from=srp-list-card,Multi-family home for sale,"$2,199,999",5,3,,"2,196",556 Clinton St,"Brooklyn, NY 11231",,sqft lot,"1,800",$50k
https://www.realtor.com/realestateandhomes-detail/14760-6th-Ave_Whitestone_NY_11357_M42578-46168?from=srp-list-card,House for sale,"$1,200,000",3,2,,"2,000",147-60 6th Ave,"Whitestone, NY 11357",,sqft lot,"4,040",
https://www.realtor.com/realestateandhomes-detail/837A-Delafield-Ave_Staten-Island_NY_10310_M48567-66845?from=srp-list-card,Multi-family home for sale,"$999,900",4,1.5,,"2,172",837 Delafield Ave Unit A,"Staten Island, NY 10310",,sqft lot,"3,300",
https://www.realtor.com/realestateandhomes-detail/7025-Yellowstone-Blvd-Apt-7U_Forest-Hills_NY_11375_M38553-39229?from=srp-list-card,Co-op for sale,"$435,000",1,1,,830,70-25 Yellowstone Blvd Unit 7U,"Forest Hills, NY 11375",,,,
https://www.realtor.com/realestateandhomes-detail/166-Arlo-Rd-A_Staten-Island_NY_10301_M49431-67919?from=srp-list-card,Co-op for sale,"$189,000",1,1,,650,166 Arlo Rd Unit A,"Staten Island, NY 10301",,sqft lot,650,
https://www.realtor.com/realestateandhomes-detail/1317-Hobart-Ave_Bronx_NY_10461_M36289-12035?from=srp-list-card,Multi-family home for sale,"$1,150,000",7,3,,"2,961",1317 Hobart Ave,"Bronx, NY 10461",,sqft lot,"2,557",
https://www.realtor.com/realestateandhomes-detail/162-Bard-Ave-Apt-3A_Staten-Island_NY_10310_M91509-75488?from=srp-list-card,Contingent,"$270,000",1,1,,950,162 Bard Ave Apt 3A,"Staten Island, NY 10310",,acre lot,2.49,
https://www.realtor.com/realestateandhomes-detail/52-E-End-Ave_New-York_NY_10028_M94840-93114?from=srp-list-card,Condo for sale,"$3,995,000",4,5.5,,"4,107",52 E End Ave Units 12AC & 14BC,"Manhattan, NY 10028",,sqft lot,"4,333",
https://www.realtor.com/realestateandhomes-detail/122-Waverly-Pl_New-York_NY_10011_M42509-82417?from=srp-list-card,Townhouse for sale,"$49,000,000",4,6,,"7,310",122 Waverly Pl,"New York, NY 10011",,sqft lot,"2,138",
https://www.realtor.com/realestateandhomes-detail/7913-Bay-Pkwy-Apt-C7_Brooklyn_NY_11214_M39555-83971?from=srp-list-card,Co-op for sale,"$248,000",1,1,,700,7913 Bay Pkwy Apt C7,"Brooklyn, NY 11214",,,,
https://www.realtor.com/realestateandhomes-detail/212-Warren-St-Ph-S_New-York_NY_10282_M35272-63596?from=srp-list-card,Condo for sale,"$12,987,500",5,6.5,,"4,386",212 Warren St Unit Phs,"Manhattan, NY 10282",,,,
https://www.realtor.com/realestateandhomes-detail/197-Gates-Ave_Brooklyn_NY_11238_M34855-70590?from=srp-list-card,Multi-family home for sale,"$1,495,000",Studio,,1,"4,048",197 Gates Ave,"Brooklyn, NY 11238",,sqft lot,"1,839",
https://www.realtor.com/realestateandhomes-detail/277-Hicks-St-Apt-4D_Brooklyn_NY_11201_M35178-91137?from=srp-list-card,Co-op for sale,"$2,395,000",2,2,,,277 Hicks St Apt 4D,"Brooklyn, NY 11201",,,,
https://www.realtor.com/realestateandhomes-detail/3333-Henry-Hudson-Pkwy-11EF_Bronx_NY_10463_M90497-99240?from=srp-list-card,Co-op for sale,"$725,000",3,2.5,,"2,000",3515 Henry Hudson Pkwy Unit 11EF,"Bronx, NY 10463",,,,$25k
https://www.realtor.com/realestateandhomes-detail/3750-Hudson-Manor-Ter-Apt-5GW_Bronx_NY_10463_M93935-96896?from=srp-list-card,Co-op for sale,"$379,000",2,2,,"1,100",3750 Hudson Manor Ter Apt 5GW,"Bronx, NY 10463",,,,$10k
https://www.realtor.com/realestateandhomes-detail/335-21st-St_Brooklyn_NY_11215_M93878-46633?from=srp-list-card,Multi-family home for sale,"$2,250,000",7,5,,"2,800",335 21st St,"Brooklyn, NY 11215",,,,
https://www.realtor.com/realestateandhomes-detail/8425-Elmhurst-Ave-Apt-6Q_Elmhurst_NY_11373_M47214-39566?from=srp-list-card,Condo for sale,"$495,000",1,1,,711,84-25 Elmhurst Ave Unit 6Q,"Elmhurst, NY 11373",,,,
https://www.realtor.com/realestateandhomes-detail/11-W-81st-St_New-York_NY_10024_M40170-63819?from=srp-list-card,Co-op for sale,"$2,495,000",1,1,,,11 W 81st St # A,"New York, NY 10024",,,,
https://www.realtor.com/realestateandhomes-detail/955-E-212th-St_Bronx_NY_10469_M41994-95956?from=srp-list-card,House for sale,"$699,000",4,2,,"1,508",955 E 212th St,"Bronx, NY 10469",,sqft lot,"2,940",
https://www.realtor.com/realestateandhomes-detail/334-E-53rd-St-Apt-3A_New-York_NY_10022_M45734-69438?from=srp-list-card,Co-op for sale,"$295,000",Studio,1,1,300,334 E 53rd St Apt 3A,"New York, NY 10022",,,,
https://www.realtor.com/realestateandhomes-detail/1240-Neill-Ave_Bronx_NY_10461_M34063-30784?from=srp-list-card,Pending,"$850,000",2,2,,"1,740",1240 Neill Ave,"Bronx, NY 10461",,sqft lot,"5,746",
https://www.realtor.com/realestateandhomes-detail/284-5th-Ave-B5_New-York_NY_10001_M33773-62977?from=srp-list-card,Co-op for sale,"$570,000",Studio,1,1,,284 Fifth Ave Unit 5B,"New York, NY 10001",,,,$5k
https://www.realtor.com/realestateandhomes-detail/138-Manhattan-Ave_New-York_NY_10025_M31796-90144?from=srp-list-card,Townhouse for sale,"$4,750,000",4,3.5,,"3,600",138 Manhattan Ave,"New York, NY 10025",,,,
https://www.realtor.com/realestateandhomes-detail/212-E-70th-St-Apt-2D_New-York_NY_10021_M34616-26900?from=srp-list-card,Condo for sale,"$695,000",1,1,,599,212 E 70th St Apt 2D,"Manhattan, NY 10021",,,,
https://www.realtor.com/realestateandhomes-detail/401-60th-St-Unit-36A_New-York_NY_10065_M97556-83991?from=srp-list-card,Condo for sale,"$3,499,000",4,3.5,,"2,363",401 60th St Unit 36A,"Manhattan, NY 10065",,,,
https://www.realtor.com/realestateandhomes-detail/304-W-18th-St_New-York_NY_10011_M99653-44717?from=srp-list-card,Townhouse for sale,"$5,900,000",2,4.5,,"3,363",304 W 18th St,"Manhattan, NY 10011",,,,
https://www.realtor.com/realestateandhomes-detail/3045-Hobart-St-B2B_Woodside_NY_11377_M98339-56989?from=srp-list-card,Co-op for sale,"$250,000",1,1,,800,30-45 Hobart St Unit B2B,"Woodside, NY 11377",,,,
https://www.realtor.com/realestateandhomes-detail/16027-17th-Ave-6-392_Whitestone_NY_11357_M99490-18102?from=srp-list-card,Co-op for sale,"$439,000",2,1,,820,160-27 17th Ave Unit 6-392,"Whitestone, NY 11357",,,,
https://www.realtor.com/realestateandhomes-detail/1430-Seagirt-Blvd-Apt-3S_Far-Rockaway_NY_11691_M94080-19381?from=srp-list-card,Pending,"$89,000",1,1,,582,1430 Seagirt Blvd Apt 3S,"Far Rockaway, NY 11691",,,,
https://www.realtor.com/realestateandhomes-detail/1047-Faile-St-A1047_Bronx_NY_10459_M42698-28162?from=srp-list-card,Condo for sale,"$259,000",2,1,,764,1047 Faile St Unit 1047A,"Bronx, NY 10459",,sqft lot,"2,000",
https://www.realtor.com/realestateandhomes-detail/2414-E-11th-St_Brooklyn_NY_11235_M44980-29385?from=srp-list-card,Multi-family home for sale,"$1,350,000",5,2,,"1,856",2414 E 11th St,"Brooklyn, NY 11235",,sqft lot,"2,000",
https://www.realtor.com/realestateandhomes-detail/6670-79th-St-Apt-1C_Middle-Village_NY_11379_M44909-52861?from=srp-list-card,Pending,"$559,000",2,2,,928,66-70 79th St Unit 1C,"Middle Village, NY 11379",,,,
https://www.realtor.com/realestateandhomes-detail/1417-Crotona-Ave_Bronx_NY_10456_M40328-21842?from=srp-list-card,Multi-family home for sale,"$940,000",7,2,,"2,410",1417 Crotona Ave,"Bronx, NY 10456",,sqft lot,"2,685",
https://www.realtor.com/realestateandhomes-detail/2022-E-53rd-St-Apt-1C_Brooklyn_NY_11234_M49428-53284?from=srp-list-card,Condo for sale,"$576,000",2,2,,"1,000",2022 E 53rd St Apt 1C,"Brooklyn, NY 11234",,,,$3k
https://www.realtor.com/realestateandhomes-detail/1100-Clove-Rd-Apt-3G_Staten-Island_NY_10301_M49123-80197?from=srp-list-card,Co-op for sale,"$145,000",1,1,,700,1100 Clove Rd Apt 3G,"Staten Island, NY 10301",,sqft lot,700,
