Property Link,Type of House,Property Value,bed,bath,"
bed",Area (Sqft),Address line 1,Address line 2,Full Address,PropertyLotSizeMetastyles__StyledPropertyLotSizeMeta-rui__sc-1cz4zco-0,lot size,appreciate/depreciate
https://www.realtor.com/realestateandhomes-detail/2-Montague-Ter-C1_Brooklyn_NY_11201_M48537-31706?from=srp-list-card,Co-op for sale,"$1,350,000",2,1,,,2 Montague Ter # 1C,"Brooklyn, NY 11201",,sqft lot,"9,389",
https://www.realtor.com/realestateandhomes-detail/20808-Robert-Rd-M191_Bayside_NY_11360_M30420-28314?from=srp-list-card,Pending,"$769,000",3,2,,"1,200",208-08 Robert Rd Unit 191M,"Bayside, NY 11360",,acre lot,10.2,
https://www.realtor.com/realestateandhomes-detail/3239-158th-St_Flushing_NY_11358_M33762-33170?from=srp-list-card,Pending,"$1,650,000",5,5,,"2,832",32-39 158th St,"Flushing, NY 11358",,sqft lot,"5,000",
https://www.realtor.com/realestateandhomes-detail/175-E-62nd-St-Apt-15D_New-York_NY_10065_M46769-78299?from=srp-list-card,Pending,"$995,000",4,4,,,175 E 62nd St Apt 15D,"Manhattan, NY 10065",,acre lot,0.25,
https://www.realtor.com/realestateandhomes-detail/246-W-17th-St-Apt-4B_New-York_NY_10011_M46174-72632?from=srp-list-card,Condo for sale,"$3,295,000",2,2,,"1,322",246 W 17th St Apt 4B,"New York, NY 10011",,sqft lot,"8,904",
https://www.realtor.com/realestateandhomes-detail/1823-Bleecker-St_Flushing_NY_11385_M39962-29102?from=srp-list-card,Multi-family home for sale,"$1,750,000",,6,,,1823 Bleecker St,"Ridgewood, NY 11385",,sqft lot,"2,500",$75k
https://www.realtor.com/realestateandhomes-detail/305-W-98th-St-Apt-7CS_New-York_NY_10025_M43802-12971?from=srp-list-card,Co-op for sale,"$1,350,000",3,2,,,305 W 98th St Apt 7CS,"Manhattan, NY 10025",,,,$75k
https://www.realtor.com/realestateandhomes-detail/457-Warren-St_Brooklyn_NY_11217_M32105-18892?from=srp-list-card,Townhouse for sale,"$2,600,000",3,2.5,,"2,495",457 Warren St Unit Th,"Brooklyn, NY 11217",,sqft lot,"1,700",$195k
https://www.realtor.com/realestateandhomes-detail/524-E-72nd-St-30CDE_New-York_NY_10021_M31863-45643?from=srp-list-card,Condo for sale,"$4,195,000",4,4,,"2,679",524 E 72nd St Unit 30CDE,"New York, NY 10021",,,,
https://www.realtor.com/realestateandhomes-detail/277-5th-Ave-55_New-York_NY_10016_M30731-54393?from=srp-list-card,Condo for sale,"$20,000,000",4,4.5,,"4,520",277 Fifth Ave Ph 55,"New York, NY 10016",,,,
https://www.realtor.com/realestateandhomes-detail/1-Central-Park-W-D34_New-York_NY_10023_M41709-96954?from=srp-list-card,Condo for sale,"$6,500,000",3,3.5,,"2,165",1 Central Park W # 34D,"New York, NY 10023",,,,
https://www.realtor.com/realestateandhomes-detail/519-Beach-69th-St_Arverne_NY_11692_M40628-27712?from=srp-list-card,Multi-family home for sale,"$799,999",4,5,,,519 Beach 69th St,"Arverne, NY 11692",,sqft lot,"2,800",
https://www.realtor.com/realestateandhomes-detail/109-Dolphin-Ct_Bronx_NY_10473_M40444-53828?from=srp-list-card,Multi-family home for sale,"$950,000",5,4,,"2,400",109 Dolphin Ct,"Bronx, NY 10473",,sqft lot,"1,725",
https://www.realtor.com/realestateandhomes-detail/938-E-228th-St_Bronx_NY_10466_M39799-54065?from=srp-list-card,Pending,"$425,000",3,2,,"1,584",938 E 228th St,"Bronx, NY 10466",,sqft lot,"2,727",
https://www.realtor.com/realestateandhomes-detail/5411-65th-Pl_Maspeth_NY_11378_M36930-41617?from=srp-list-card,Pending,"$1,050,000",3,2,,"1,584",54-11 65 Pl,"Maspeth, NY 11378",,sqft lot,"2,800",
https://www.realtor.com/realestateandhomes-detail/34-Madison-St_Brooklyn_NY_11238_M35869-17506?from=srp-list-card,Townhouse for sale,"$3,400,000",6,4,,"4,884",34 Madison St,"Brooklyn, NY 11238",,sqft lot,"2,453",$100k
https://www.realtor.com/realestateandhomes-detail/6115-97th-St-Apt-14F_Rego-Park_NY_11374_M34908-88553?from=srp-list-card,Co-op for sale,"$490,000",2,2,,"1,150",61-15 97th St Unit 14F,"Rego Park, NY 11374",,,,
https://www.realtor.com/realestateandhomes-detail/160-Spratt-Ave_Staten-Island_NY_10306_M36920-86520?from=srp-list-card,Pending,"$669,000",3,1.5,,"1,232",160 Spratt Ave,"Staten Island, NY 10306",,sqft lot,"2,399",
https://www.realtor.com/realestateandhomes-detail/45-Park-Ave-Apt-501_New-York_NY_10016_M35761-16986?from=srp-list-card,Condo for sale,"$2,200,000",2,2.5,,"1,494",45 Park Ave Apt 501,"New York, NY 10016",,,,
https://www.realtor.com/realestateandhomes-detail/531-E-81st-St_Brooklyn_NY_11236_M45120-37527?from=srp-list-card,Multi-family home for sale,"$1,100,000",8,5.5,,"2,760",531 E 81st St,"Brooklyn, NY 11236",,sqft lot,"2,000",
https://www.realtor.com/realestateandhomes-detail/100-Barclay-St-Apt-15L_New-York_NY_10007_M38750-28485?from=srp-list-card,Condo for sale,"$3,200,000",2,2.5,,"1,613",100 Barclay St Apt 15L,"New York, NY 10007",,acre lot,1.25,
https://www.realtor.com/realestateandhomes-detail/41-5th-Ave-Apt-3F_New-York_NY_10003_M46097-42837?from=srp-list-card,Co-op for sale,"$1,275,000",1,1.5,,800,41 Fifth Ave Unit 3F,"Manhattan, NY 10003",,sqft lot,"7,668",
https://www.realtor.com/realestateandhomes-detail/30-W-61st-St-Apt-9C_New-York_NY_10023_M32806-78400?from=srp-list-card,Condo for sale,"$2,900,000",3,3,,"1,690",30 W 61st St Apt 9C,"Manhattan, NY 10023",,,,
https://www.realtor.com/realestateandhomes-detail/3203-Nostrand-Ave-Apt-4H_Brooklyn_NY_11229_M91131-24354?from=srp-list-card,Co-op for sale,"$235,000",1,1,,750,3203 Nostrand Ave Apt 4H,"Brooklyn, NY 11229",,,,$10k
https://www.realtor.com/realestateandhomes-detail/96-Schermerhorn-St-Ph-F_Brooklyn_NY_11201_M49748-21499?from=srp-list-card,Co-op for sale,"$499,000",Studio,1,1,,96 Schermerhorn St Ph F,"Brooklyn, NY 11201",,sqft lot,"8,600",
https://www.realtor.com/realestateandhomes-detail/25-The-Oval_Staten-Island_NY_10304_M48079-60232?from=srp-list-card,House for sale,"$2,899,999",4,5.5,,"6,786",25 The Oval,"Staten Island, NY 10304",,acre lot,0.43,$200k
https://www.realtor.com/realestateandhomes-detail/310-W-99th-St-Apt-802_New-York_NY_10025_M30830-85937?from=srp-list-card,Co-op for sale,"$810,000",2,1,,"1,200",310 W 99th St Apt 802,"Manhattan, NY 10025",,,,$89k
https://www.realtor.com/realestateandhomes-detail/638-Magenta-St-3_Bronx_NY_10467_M96409-94624?from=srp-list-card,Townhouse for sale,"$925,000",7,3.5,,"3,811",638 Magenta St Unit 3,"Bronx, NY 10467",,sqft lot,"2,668",$25k
https://www.realtor.com/realestateandhomes-detail/10909-15th-Ave-S302_College-Point_NY_11356_M94618-14464?from=srp-list-card,Condo for sale,"$988,000",2,2,,"1,178",109-09 15 Ave Unit S302,"College Point, NY 11356",,,,
https://www.realtor.com/realestateandhomes-detail/8310-35th-Ave-Apt-2O_Jackson-Heights_NY_11372_M94190-55279?from=srp-list-card,Co-op for sale,"$725,000",2,1,,,83-10 35th Ave Unit 2O,"Queens, NY 11372",,,,
https://www.realtor.com/realestateandhomes-detail/2131-Ocean-Ave-Apt-4A_Brooklyn_NY_11229_M91247-95054?from=srp-list-card,Condo for sale,"$932,000",3,2,,"1,418",2131 Ocean Ave Apt 4A,"Brooklyn, NY 11229",,,,
https://www.realtor.com/realestateandhomes-detail/41-5th-Ave-Apt-15A_New-York_NY_10003_M90909-62205?from=srp-list-card,Co-op for sale,"$1,980,000",2,1.5,,,41 Fifth Ave Unit 15A,"Manhattan, NY 10003",,,,$120k
https://www.realtor.com/realestateandhomes-detail/245-W-104th-St-Apt-12E_New-York_NY_10025_M94476-06548?from=srp-list-card,Co-op for sale,"$1,199,000",2,1.5,,"1,100",245 W 104th St Apt 12E,"Manhattan, NY 10025",,,,$51k
https://www.realtor.com/realestateandhomes-detail/20-W-53rd-St-4243A_New-York_NY_10019_M92868-31559?from=srp-list-card,Condo for sale,"$33,250,000",8,8.5+,,"9,275",20 W 53rd St Unit 4243A,"Manhattan, NY 10019",,,,
https://www.realtor.com/realestateandhomes-detail/450-Warren-St-Apt-2D_Brooklyn_NY_11217_M93264-86639?from=srp-list-card,Condo for sale,"$1,950,000",2,2,,"1,285",450 Warren St Apt 2D,"Brooklyn, NY 11217",,,,
https://www.realtor.com/realestateandhomes-detail/25-Sutton-Pl-S-Apt-20J_New-York_NY_10022_M48495-54129?from=srp-list-card,Co-op for sale,"$1,589,000",2,2,,"1,600",25 Sutton Pl S Apt 20J,"Manhattan, NY 10022",,acre lot,1.04,
https://www.realtor.com/realestateandhomes-detail/270-W-124th-St-Apt-7E_New-York_NY_10027_M48498-70628?from=srp-list-card,Condo for sale,"$695,000",1,1,,735,2300 Frederick Douglass Blvd Unit 7E,"New York, NY 10027",,,,
https://www.realtor.com/realestateandhomes-detail/4239-Judge-St-6A_Elmhurst_NY_11373_M97057-39620?from=srp-list-card,Pending,"$500,000",3,2,,,42-39 Judge St Unit 6A,"Elmhurst, NY 11373",,sqft lot,"2,500",
https://www.realtor.com/realestateandhomes-detail/4129-Wilder-Ave_Bronx_NY_10466_M45903-75277?from=srp-list-card,Multi-family home for sale,"$939,000",6,3,,"1,650",4129 Wilder Ave,"Bronx, NY 10466",,sqft lot,"2,375",
https://www.realtor.com/realestateandhomes-detail/57-Front-St-Apt-305_Brooklyn_NY_11201_M46088-14337?from=srp-list-card,Pending,"$1,125,000",2,1,,"1,070",57 Front St Apt 305,"Brooklyn, NY 11201",,,,
https://www.realtor.com/realestateandhomes-detail/7111-Yellowstone-Blvd-Apt-7K_Forest-Hills_NY_11375_M44024-92410?from=srp-list-card,Co-op for sale,"$295,000",1,1,,700,71-11 Yellowstone Blvd Unit 7K,"Forest Hills, NY 11375",,,,
https://www.realtor.com/realestateandhomes-detail/147-W-93rd-St-Apt-3_New-York_NY_10025_M43221-11391?from=srp-list-card,Co-op for sale,"$1,050,000",2,1,,,147 W 93rd St Apt 3,"Manhattan, NY 10025",,,,
https://www.realtor.com/realestateandhomes-detail/32-Walker-St_Staten-Island_NY_10302_M42414-29006?from=srp-list-card,House for sale,"$673,500",3,2.5,,"1,480",32 Walker St,"Staten Island, NY 10302",,sqft lot,"2,379",$11.4k
https://www.realtor.com/realestateandhomes-detail/801-68th-St_Brooklyn_NY_11220_M92327-83301?from=srp-list-card,Multi-family home for sale,"$2,450,000",,8.5+,,"1,600",801 68th St,"Brooklyn, NY 11220",,sqft lot,"1,799",$149k
https://www.realtor.com/realestateandhomes-detail/3087-Heath-Ave_Bronx_NY_10463_M36692-38860?from=srp-list-card,Multi-family home for sale,"$1,048,888",7,4,,"3,367",3087 Heath Ave,"Bronx, NY 10463",,sqft lot,"2,204",$50k
https://www.realtor.com/realestateandhomes-detail/234-E-70th-St-Apt-4_New-York_NY_10021_M34900-74111?from=srp-list-card,House for sale,"$2,299,000",Studio,,1,"1,471",234 E 70th St,"New York, NY 10021",,,,
https://www.realtor.com/realestateandhomes-detail/117-E-57th-St-Apt-40A_New-York_NY_10022_M34355-55658?from=srp-list-card,Condo for sale,"$1,995,000",2,2.5,,"1,831",117 E 57th St Apt 40A,"Manhattan, NY 10022",,,,
https://www.realtor.com/realestateandhomes-detail/887-Lincoln-Pl_Brooklyn_NY_11213_M34784-59092?from=srp-list-card,Townhouse for sale,"$2,399,999",6,3,,"3,418",887 Lincoln Pl,"Brooklyn, NY 11213",,,,
https://www.realtor.com/realestateandhomes-detail/2121-Grand-Ave_Bronx_NY_10453_M31134-69114?from=srp-list-card,Multi-family home for sale,"$949,000",12,6,,"3,564",2121 Grand Ave,"Bronx, NY 10453",,sqft lot,"3,000",
https://www.realtor.com/realestateandhomes-detail/360-E-72nd-St-Apt-C1801_New-York_NY_10021_M38547-67033?from=srp-list-card,Co-op for sale,"$5,850,000",6,6.5,,,360 E 72nd St Apt C1801,"Manhattan, NY 10021",,,,$645k
https://www.realtor.com/realestateandhomes-detail/1237-Putnam-Ave_Brooklyn_NY_11221_M43285-27432?from=srp-list-card,Contingent,"$1,480,000",6,5,,"2,364",1237 Putnam Ave,"Brooklyn, NY 11221",,,,
https://www.realtor.com/realestateandhomes-detail/1298-Rogers-Ave_Brooklyn_NY_11210_M45319-39467?from=srp-list-card,Multi-family home for sale,"$1,800,000",,8,,,1298 Rogers Ave,"Brooklyn, NY 11210",,sqft lot,"3,248",$400k
https://www.realtor.com/realestateandhomes-detail/440-E-62nd-St-Apt-17G_New-York_NY_10065_M47179-35314?from=srp-list-card,Co-op for sale,"$499,000",1,1,,,440 E 62nd St Apt 17G,"Manhattan, NY 10065",,,,$20k
https://www.realtor.com/realestateandhomes-detail/1323-Elder-Ave_Bronx_NY_10472_M35600-38276?from=srp-list-card,Pending,"$599,000",5,3,,"2,560",1323 Elder Ave,"Bronx, NY 10472",,sqft lot,"2,700",
https://www.realtor.com/realestateandhomes-detail/2648-E-11th-St_Brooklyn_NY_11235_M35291-96933?from=srp-list-card,House for sale,"$799,000",3,1,,828,2648 E 11th St,"Brooklyn, NY 11235",,sqft lot,"2,800",$50k
https://www.realtor.com/realestateandhomes-detail/3144-Emmons-Ave-Apt-210_Brooklyn_NY_11235_M35068-64606?from=srp-list-card,Condo for sale,"$999,000",2,2,,"1,465",3144 Emmons Ave Apt 210,"Brooklyn, NY 11235",,,,
https://www.realtor.com/realestateandhomes-detail/873-60th-St_Brooklyn_NY_11220_M35097-02473?from=srp-list-card,Multi-family home for sale,"$1,860,000",8,4,,"2,748",873 60th St,"Brooklyn, NY 11220",,sqft lot,"1,603",
https://www.realtor.com/realestateandhomes-detail/55-E-65th-St-Apt-4B_New-York_NY_10065_M39476-10496?from=srp-list-card,Co-op for sale,"$600,000",1,1,,,55 E 65th St Apt 4B,"New York, NY 10065",,,,$25k
https://www.realtor.com/realestateandhomes-detail/56-Saturn-Ln_Staten-Island_NY_10314_M49684-22306?from=srp-list-card,Condo for sale,"$559,999",2,1,,937,56 Saturn Ln,"Staten Island, NY 10314",,sqft lot,937,
https://www.realtor.com/realestateandhomes-detail/2139-Quimby-Ave_Bronx_NY_10473_M31332-31436?from=srp-list-card,Pending,"$859,000",6,,,,2139 Quimby Ave,"Bronx, NY 10473",,,,$10k
https://www.realtor.com/realestateandhomes-detail/481-Washington-St-S_New-York_NY_10013_M94770-52687?from=srp-list-card,Pending,"$5,500,000",2,2,,"3,052",481 Washington St Unit Phs,"Manhattan, NY 10013",,,,
https://www.realtor.com/realestateandhomes-detail/102-Alverson-Ave_Staten-Island_NY_10309_M96445-62878?from=srp-list-card,Multi-family home for sale,"$1,488,888",6,5,,"2,800",102 Alverson Ave,"Staten Island, NY 10309",,acre lot,0.23,
https://www.realtor.com/realestateandhomes-detail/14836-89th-Ave-7B_Jamaica_NY_11435_M90946-79746?from=srp-list-card,Condo for sale,"$366,000",1,1,,655,148-36 89 Ave Unit 7B,"Jamaica, NY 11435",,,,
https://www.realtor.com/realestateandhomes-detail/3721-80th-St-Apt-4H_Jackson-Heights_NY_11372_M93089-58489?from=srp-list-card,Co-op for sale,"$319,000",1,1,,750,37-21 80 St Unit 4H,"Jackson Heights, NY 11372",,,,$10k
https://www.realtor.com/realestateandhomes-detail/175-W-95th-St-Apt-26A_New-York_NY_10025_M91779-06521?from=srp-list-card,Condo for sale,"$1,275,000",1,1,,642,175 W 95th St Apt 26A,"Manhattan, NY 10025",,,,
https://www.realtor.com/realestateandhomes-detail/6-W-95th-St_New-York_NY_10025_M94110-20542?from=srp-list-card,Townhouse for sale,"$12,995,000",5,4.5,,"5,016",6 W 95th St,"Manhattan, NY 10025",,,,
https://www.realtor.com/realestateandhomes-detail/37-87th-St-Unit-4G_Jackson-Heights_NY_11372_M91917-67173?from=srp-list-card,Co-op for sale,"$299,999",1,1,,808,37 87th St Unit 4G,"Queens, NY 11372",,,,$40k
https://www.realtor.com/realestateandhomes-detail/5633B-Utopia-Pkwy_Fresh-Meadows_NY_11365_M92159-91165?from=srp-list-card,Condo for sale,"$709,000",2,1,,801,56-33B Utopia Pkwy,"Fresh Meadows, NY 11365",,,,
https://www.realtor.com/realestateandhomes-detail/430-E-56th-St-Apt-9C_New-York_NY_10022_M90858-58278?from=srp-list-card,Co-op for sale,"$399,000",Studio,1,1,,430 E 56th St Apt 9C,"Manhattan, NY 10022",,acre lot,0.29,
https://www.realtor.com/realestateandhomes-detail/325-5th-Ave-Apt-30C_New-York_NY_10016_M39090-93989?from=srp-list-card,Condo for sale,"$1,950,000",2,2,,"1,150",325 Fifth Ave Apt 30C,"New York, NY 10016",,sqft lot,"6,435",$45k
https://www.realtor.com/realestateandhomes-detail/4851-43rd-St-Apt-6D_Woodside_NY_11377_M38309-45872?from=srp-list-card,Co-op for sale,"$359,000",1,1,,,4851 43rd St Apt 6D,"Woodside, NY 11377",,,,
https://www.realtor.com/realestateandhomes-detail/3300-Holland-Ave_Bronx_NY_10467_M38314-57508?from=srp-list-card,Multi-family home for sale,"$949,000",6,2,,"2,348",3300 Holland Ave,"Bronx, NY 10467",,sqft lot,"3,246",
https://www.realtor.com/realestateandhomes-detail/250-W-89th-St-Apt-3M_New-York_NY_10024_M35114-75799?from=srp-list-card,House for sale,"$1,350,000",2,2,,,250 W 89th St Apt 3M,"New York, NY 10024",,,,$200k
https://www.realtor.com/realestateandhomes-detail/748-Throggs-Neck-Expy_Bronx_NY_10465_M37076-00036?from=srp-list-card,Pending,"$699,000",3,2.5,,"2,106",748 Throggs Neck Expy,"Bronx, NY 10465",,sqft lot,"2,300",$16k
https://www.realtor.com/realestateandhomes-detail/25-Claire-Ct_Staten-Island_NY_10301_M48566-84489?from=srp-list-card,Pending,"$1,498,000",4,3,,"2,946",25 Claire Ct,"Staten Island, NY 10301",,sqft lot,"6,725",
https://www.realtor.com/realestateandhomes-detail/3748-Lyme-Ave_Brooklyn_NY_11224_M46511-99929?from=srp-list-card,Multi-family home for sale,"$988,000",6,4,,"2,016",3748 Lyme Ave,"Brooklyn, NY 11224",,sqft lot,"3,333",
https://www.realtor.com/realestateandhomes-detail/764-Shepherd-Ave_Brooklyn_NY_11208_M46429-14295?from=srp-list-card,Land for sale,"$278,000",,,,,764 Shepherd Ave,"Brooklyn, NY 11208",,sqft lot,"2,000",
https://www.realtor.com/realestateandhomes-detail/172-Greenleaf-Ave-B2_Staten-Island_NY_10310_M49414-57843?from=srp-list-card,Pending,"$489,999",3,2,,,172 Greenleaf Ave Unit 2B,"Staten Island, NY 10310",,,,
https://www.realtor.com/realestateandhomes-detail/3000-Valentine-Ave-Apt-5G_Bronx_NY_10458_M31346-55521?from=srp-list-card,Co-op for sale,"$179,999",1,1,,900,3000 Valentine Ave Apt 5G,"Bronx, NY 10458",,,,$19k
https://www.realtor.com/realestateandhomes-detail/236-W-26th-St-Apt-2E_New-York_NY_10001_M30869-00789?from=srp-list-card,Co-op for sale,"$3,800,000",3,2.5,,,236 W 26th St Apt 2E,"New York, NY 10001",,,,
https://www.realtor.com/realestateandhomes-detail/211-E-53rd-St-Apt-14A_New-York_NY_10022_M33086-20125?from=srp-list-card,Co-op for sale,"$675,000",1,1,,,211 E 53rd St Apt 14A,"New York, NY 10022",,acre lot,0.37,$25k
https://www.realtor.com/realestateandhomes-detail/1343-Saint-Lawrence-Ave_Bronx_NY_10472_M32473-54273?from=srp-list-card,Pending,"$784,999",6,2,,"1,768",1343 Saint Lawrence Ave,"Bronx, NY 10472",,sqft lot,"2,818",
https://www.realtor.com/realestateandhomes-detail/91-El-Camino-Loop_Staten-Island_NY_10309_M31904-84701?from=srp-list-card,Contingent,"$935,000",4,3.5,,"1,746",91 El Camino Loop,"Staten Island, NY 10309",,sqft lot,"2,519",$10k
https://www.realtor.com/realestateandhomes-detail/1355-64th-St_Brooklyn_NY_11219_M42295-95801?from=srp-list-card,Multi-family home for sale,"$2,488,000",16,16,,"10,556",1355 64th St,"Brooklyn, NY 11219",,sqft lot,"3,770",$212k
https://www.realtor.com/realestateandhomes-detail/177-E-77th-St-Apt-3B_New-York_NY_10075_M43720-21464?from=srp-list-card,Condo for sale,"$1,399,000",2,1,,"1,057",177 E 77th St Apt 3B,"Manhattan, NY 10075",,acre lot,0.24,
https://www.realtor.com/realestateandhomes-detail/116-Central-Park-S-Apt-8N_New-York_NY_10019_M43969-04475?from=srp-list-card,Condo for sale,"$3,000,000",2,2,,"1,355",116 Central Park S Apt 8N,"New York, NY 10019",,,,
https://www.realtor.com/realestateandhomes-detail/30-Newton-St_Staten-Island_NY_10312_M33338-63536?from=srp-list-card,Multi-family home for sale,"$1,349,000",6,5,,"2,655",30 Newton St,"Staten Island, NY 10312",,sqft lot,"8,140",
https://www.realtor.com/realestateandhomes-detail/199-Bowery-Apt-9B_New-York_NY_10002_M34186-02071?from=srp-list-card,Condo for sale,"$999,999",1,1,,610,199 Bowery Apt 9B,"Manhattan, NY 10002",,,,$15k
https://www.realtor.com/realestateandhomes-detail/2442-Beaumont-Ave_Bronx_NY_10458_M33415-22161?from=srp-list-card,Multi-family home for sale,"$880,000",6,4,,"2,630",2442 Beaumont Ave,"Bronx, NY 10458",,sqft lot,"2,438",
https://www.realtor.com/realestateandhomes-detail/761-E-9th-St-Ste-1_Brooklyn_NY_11230_M46188-79688?from=srp-list-card,Multi-family home for sale,"$1,650,000",12,6,,"5,000",761 E 9th St,"Brooklyn, NY 11230",,sqft lot,"2,667",
https://www.realtor.com/realestateandhomes-detail/1322-E-14th-St-Apt-4B_Brooklyn_NY_11230_M37435-34493?from=srp-list-card,Condo for sale,"$725,000",3,2,,"1,185",1322 E 14th St Apt 4B,"Brooklyn, NY 11230",,,,
https://www.realtor.com/realestateandhomes-detail/380-Bradford-St_Brooklyn_NY_11207_M32985-73239?from=srp-list-card,House for sale,"$575,000",2,1.5,,"1,200",380 Bradford St Bradford St,"Brooklyn, NY 11207",,,,
https://www.realtor.com/realestateandhomes-detail/1327-E-84th-St_Brooklyn_NY_11236_M36434-59387?from=srp-list-card,Multi-family home for sale,"$819,999",3,2,,"1,610",1327 E 84th St,"Brooklyn, NY 11236",,sqft lot,"2,000",
https://www.realtor.com/realestateandhomes-detail/8611-Avenue-N_Brooklyn_NY_11236_M33300-21566?from=srp-list-card,Multi-family home for sale,"$739,000",3,2.5,,"1,400",8611 Avenue N,"Brooklyn, NY 11236",,sqft lot,"2,000",$86k
https://www.realtor.com/realestateandhomes-detail/427-Cromwell-Ave_Staten-Island_NY_10305_M44302-35788?from=srp-list-card,Multi-family home for sale,"$1,050,000",5,3,,"2,516",427 Cromwell Ave,"Staten Island, NY 10305",,sqft lot,"4,000",$50k
https://www.realtor.com/realestateandhomes-detail/2471-Crotona-Ave_Bronx_NY_10458_M30231-43743?from=srp-list-card,Pending,"$850,000",8,3.5,,"1,912",2471 Crotona Ave,"Bronx, NY 10458",,,,
https://www.realtor.com/realestateandhomes-detail/823-Park-Ave-5_New-York_NY_10021_M32048-33433?from=srp-list-card,Condo for sale,"$12,495,000",5,4.5,,"4,184",823 Park Ave Unit 5,"Manhattan, NY 10021",,,,
https://www.realtor.com/realestateandhomes-detail/59-John-St-Apt-11A_New-York_NY_10038_M46553-05142?from=srp-list-card,Condo for sale,"$1,795,000",2,2.5,,"1,483",59 John St Apt 11A,"Manhattan, NY 10038",,,,$100k
https://www.realtor.com/realestateandhomes-detail/245-E-35th-St-Apt-10C_New-York_NY_10016_M45239-41229?from=srp-list-card,Co-op for sale,"$595,000",1,1,,,245 E 35th St Apt 10C,"New York, NY 10016",,sqft lot,"9,900",
https://www.realtor.com/realestateandhomes-detail/1962-W-10th-St_Brooklyn_NY_11223_M48638-02131?from=srp-list-card,Multi-family home for sale,"$1,680,000",,4,,"2,340",1962 W 10th St,"Brooklyn, NY 11223",,sqft lot,"2,300",
https://www.realtor.com/realestateandhomes-detail/4-Fordham-Hill-Oval-Apt-14G_Bronx_NY_10468_M92751-30702?from=srp-list-card,Co-op for sale,"$260,000",2,1.5,,"1,200",4 Fordham Hill Oval Apt 14G,"Bronx, NY 10468",,,,
https://www.realtor.com/realestateandhomes-detail/3616-Henry-Hudson-Pkwy-Apt-6AN_Bronx_NY_10463_M35510-47676?from=srp-list-card,Co-op for sale,"$499,000",2,2,,,3616 Henry Hudson Pkwy Apt 6AN,"Bronx, NY 10463",,,,$26k
https://www.realtor.com/realestateandhomes-detail/1809-W-3rd-St_Brooklyn_NY_11223_M34670-24746?from=srp-list-card,House for sale,"$995,000",2,2,,800,1809 W 3rd St,"Brooklyn, NY 11223",,sqft lot,"2,574",
https://www.realtor.com/realestateandhomes-detail/871-52nd-St_Brooklyn_NY_11220_M30048-98016?from=srp-list-card,Pending,"$1,850,000",6,3,,"1,020",871 52nd St,"Brooklyn, NY 11220",,sqft lot,"2,000",
https://www.realtor.com/realestateandhomes-detail/7261-Shore-Rd-Apt-1P_Brooklyn_NY_11209_M44485-00104?from=srp-list-card,Co-op for sale,"$339,000",1,1,,750,7261 Shore Rd Apt 1P,"Brooklyn, NY 11209",,,,$10k
https://www.realtor.com/realestateandhomes-detail/305-2nd-Ave-Apt-304_New-York_NY_10003_M45070-39825?from=srp-list-card,Condo for sale,"$2,150,000",2,2,,"1,258",305 Second Ave Unit 304,"New York, NY 10003",,,,
https://www.realtor.com/realestateandhomes-detail/1077-Father-Capodanno-Blvd_Staten-Island_NY_10306_M40548-99513?from=srp-list-card,House for sale,"$699,800",2,1.5,,"1,480",1077 Father Capodanno Blvd,"Staten Island, NY 10306",,sqft lot,975,
https://www.realtor.com/realestateandhomes-detail/266-W-136th-St_New-York_NY_10030_M44430-75600?from=srp-list-card,Multi-family home for sale,"$2,799,999",Studio,,1,,266 W 136th St,"New York, NY 10030",,sqft lot,"1,666",$200k
https://www.realtor.com/realestateandhomes-detail/180-W-End-Ave-Apt-5H_New-York_NY_10023_M90606-29508?from=srp-list-card,Co-op for sale,"$730,000",1,1,,,180 W End Ave Apt 5H,"New York, NY 10023",,acre lot,1.82,$30k
https://www.realtor.com/realestateandhomes-detail/36-E-69th-St-Apt-4A_New-York_NY_10021_M99351-64127?from=srp-list-card,Co-op for sale,"$2,650,000",1,1,,,36 E 69th St Apt 4A,"Manhattan, NY 10021",,,,
https://www.realtor.com/realestateandhomes-detail/13913-246th-St_Rosedale_NY_11422_M99827-13690?from=srp-list-card,Pending,"$1,499,000",6,5,,,139-13 246th St,"Rosedale, NY 11422",,sqft lot,"3,750",
https://www.realtor.com/realestateandhomes-detail/115-Central-Park-W-Apt-2F_New-York_NY_10023_M99433-76923?from=srp-list-card,Co-op for sale,"$6,499,000",3,3.5,,,115 Central Park W Apt 2F,"Manhattan, NY 10023",,acre lot,1.06,$496k
https://www.realtor.com/realestateandhomes-detail/80-E-End-Ave-Apt-12D_New-York_NY_10028_M93663-30457?from=srp-list-card,Co-op for sale,"$675,000",1,1,,800,80 E End Ave Apt 12D,"New York, NY 10028",,,,
https://www.realtor.com/realestateandhomes-detail/14220-Franklin-Ave-Apt-3B_Flushing_NY_11355_M90661-61655?from=srp-list-card,Condo for sale,"$458,000",Studio,1,1,560,142-20 Franklin Ave Unit 3B,"Flushing, NY 11355",,,,
https://www.realtor.com/realestateandhomes-detail/1298-Rogers-Ave_Brooklyn_NY_11210_M45319-39467?from=srp-list-card,Multi-family home for sale,"$1,800,000",,8,,,1298 Rogers Ave,"Brooklyn, NY 11210",,sqft lot,"3,248",$400k
