Address line 1,Address line 2,Full Address,Latitude,Longitude,Number_of_Parks_Nearby,Distance_to_Nearest_Parks_miles,Number_of_Malls_Nearby,Distance_to_Nearest_Malls_miles,Number_of_Metros_Nearby,Distance_to_Nearest_Metros_miles,Number_of_Clubs_Nearby,Distance_to_Nearest_Clubs_miles,Number_of_Restaurants_Nearby,Distance_to_Nearest_Restaurants_miles,Number_of_Schools_Nearby,Distance_to_Nearest_Schools_miles,Number_of_Colleges_Nearby,Distance_to_Nearest_Colleges_miles,Number_of_Universities_Nearby,Distance_to_Nearest_Universities_miles,Number_of_Buses_Nearby,Distance_to_Nearest_Buses_miles,Number_of_Trains_Nearby,Distance_to_Nearest_Trains_miles,Number_of_Airports_Nearby,Distance_to_Nearest_Airports_miles,Number_of_Museums_Nearby,Distance_to_Nearest_Museums_miles,Number_of_Libraries_Nearby,Distance_to_Nearest_Libraries_miles,Number_of_Grocery_stores_Nearby,Distance_to_Nearest_Grocery_stores_miles,borough
100 Barclay St Apt 15L,"New York, NY 10007","100 Barclay St Apt 15L New York, NY 10007 ",40.7139639,-74.0127212,18,0.2231961639796904,2,1.981137387799312,106,0.1427507805262502,30,1.11412579590541,2545,0.1027470283364452,159,0.4131639832319129,11,0.4072623355942241,19,1.3407499447633382,1184,0.1026022488283626,120,0.1427507805262502,1,2.5510176274842027,41,0.2511743204073456,16,0.2000018752952949,160,0.1248489897813134,
41 Fifth Ave Unit 3F,"Manhattan, NY 10003","41 Fifth Ave Unit 3F Manhattan, NY 10003 ",40.7340467,-73.994809,20,0.3720619621841731,3,0.7651387884890943,138,0.211364874818375,40,0.3704744708971503,3188,0.0729785839638833,184,0.1861662294089185,15,0.0890358603823026,23,0.0531529496858084,1538,0.0281861301318677,154,0.211364874818375,1,1.152462705864457,45,0.2760818165036393,28,0.3106842501534655,201,0.087916311918907,
30 W 61st St Apt 9C,"Manhattan, NY 10023","30 W 61st St Apt 9C Manhattan, NY 10023 ",40.7699969,-73.983301,15,0.3294566222873865,3,0.1127567414780845,104,0.1330515774027279,25,0.1086889295803105,2646,0.0332498754527425,170,0.1304873845068737,13,0.2955248526778765,21,0.0084820077253473,1481,0.0532609394206411,112,0.1330515774027279,1,2.46545781781366,30,0.2403337273431697,24,0.0500999846775967,183,0.1152392952498982,
3203 Nostrand Ave Apt 4H,"Brooklyn, NY 11229","3203 Nostrand Ave Apt 4H Brooklyn, NY 11229 ",40.6060139,-73.9427566,7,0.9882549538185632,0,inf,41,0.8086747005945202,1,1.2615329858282338,258,0.3801182014671722,81,0.1828295359375278,1,1.022723109571603,0,inf,1088,0.039336833992713,41,0.8086747005945202,1,2.1250499857438645,3,2.7074556285304863,3,1.0678184268044395,57,0.4083177245487432,
96 Schermerhorn St Ph F,"Brooklyn, NY 11201","96 Schermerhorn St Ph F Brooklyn, NY 11201 ",40.6902106,-73.9902159,21,1.0070276935841462,0,inf,121,0.1522636106612549,25,1.3277046243049129,2113,0.0744722681747285,173,0.0472976263193047,8,0.2306166940555575,8,2.6678017718678744,1322,0.0678092012280771,126,0.1522636106612549,0,inf,30,0.0245357278272714,13,0.3897254345335185,172,0.1671648428135163,
25 The Oval,"Staten Island, NY 10304","25 The Oval Staten Island, NY 10304 ",40.5891168,-74.1064235,2,1.1733830788292696,0,inf,6,0.4138740905647364,1,2.8672630606790124,136,0.1782913448484958,15,0.6530685017999899,0,inf,1,2.368076008038767,478,0.1981918506482892,6,0.4138740905647364,0,inf,3,2.41398370308131,1,1.2623464800190591,21,0.7155292572602423,
310 W 99th St Apt 802,"Manhattan, NY 10025","310 W 99th St Apt 802 Manhattan, NY 10025 ",40.7971446,-73.9720546,18,0.5375201513763536,1,2.0622379189341014,71,0.190836476614375,8,1.5237089658348175,1462,0.0809405404265223,191,0.2249342087150674,6,1.0976070938696327,5,1.709330176679905,1168,0.0928620191070134,76,0.190836476614375,0,inf,17,1.0707848304421987,22,0.2500629569777102,126,0.079510906899582,
638 Magenta St Unit 3,"Bronx, NY 10467","638 Magenta St Unit 3 Bronx, NY 10467 ",40.8751529,-73.8693689,42,0.1507008917074719,1,2.5177149341184903,49,0.2329893107699992,2,1.9109468686442797,177,0.2978685217811095,127,0.0843806663371291,1,2.965191690432167,0,inf,866,0.1876714413130792,61,0.2329893107699992,0,inf,1,2.85408406344993,6,1.905158792171321,63,0.2952468397118091,
109-09 15 Ave Unit S302,"College Point, NY 11356","109-09 15 Ave Unit S302 College Point, NY 11356 ",40.784057,-73.857972,8,0.9100722379129096,2,2.1990245425851493,13,2.1317980693473118,5,2.0156971737680087,398,0.6324058549136398,42,0.2592435439228773,0,inf,0,inf,763,0.0604056126400968,16,2.1317980693473118,1,0.450228435400595,0,inf,2,1.9335259171129155,75,0.6467493605207926,
83-10 35th Ave Unit 2O,"Queens, NY 11372","83-10 35th Ave Unit 2O Queens, NY 11372 ",40.7518899,-73.88374,3,1.7046856679542874,2,2.580572020564007,36,0.2954484163017089,15,0.4185428577623676,981,0.1507046843959549,33,0.1532772263719479,0,inf,0,inf,1246,0.0299880586850465,40,0.2954484163017089,1,2.352178252142488,1,2.133705986364862,3,2.6901637810944,134,0.1463661345815205,
2131 Ocean Ave Apt 4A,"Brooklyn, NY 11229","2131 Ocean Ave Apt 4A Brooklyn, NY 11229 ",40.6098,-73.953003,6,1.3082308558811937,0,inf,49,0.2607219241338604,2,1.5571744164875496,311,0.0891688713885937,91,0.164687241912885,1,0.5215237965317056,0,inf,1254,0.0538869566152336,49,0.2607219241338604,1,2.6808071139859395,2,2.292914538124265,3,1.2403507012219912,71,0.0969904569558436,
41 Fifth Ave Unit 15A,"Manhattan, NY 10003","41 Fifth Ave Unit 15A Manhattan, NY 10003 ",40.7340467,-73.994809,20,0.3720619621841731,3,0.7651387884890943,138,0.211364874818375,40,0.3704744708971503,3188,0.0729785839638833,184,0.1861662294089185,15,0.0890358603823026,23,0.0531529496858084,1538,0.0281861301318677,154,0.211364874818375,1,1.152462705864457,45,0.2760818165036393,28,0.3106842501534655,201,0.087916311918907,
245 W 104th St Apt 12E,"Manhattan, NY 10025","245 W 104th St Apt 12E Manhattan, NY 10025 ",40.7999166,-73.9681305,18,0.7040531329903014,1,2.307185510781645,68,0.0550766678899791,7,1.3133837968085529,1364,0.0186800707088775,202,0.1663134118071099,7,0.8249205814102556,4,1.53613505475503,1136,0.0299217774695691,72,0.0550766678899791,0,inf,20,1.0160588386864475,21,0.2782305711487295,126,0.0509943116251015,
20 W 53rd St Unit 4243A,"Manhattan, NY 10019","20 W 53rd St Unit 4243A Manhattan, NY 10019 ",40.7608057,-73.9773859,16,0.8166801854020773,3,0.5969611443433754,117,0.0770362763222707,35,0.3485003796399967,3078,0.0245941562167452,178,0.1395872827617279,12,0.4193980157472002,21,0.7080308050948553,1557,0.0820072022879311,124,0.0770362763222707,1,1.7856579464220714,39,0.4522780203650928,25,0.0130201149393579,199,0.1577362243505029,
450 Warren St Apt 2D,"Brooklyn, NY 11217","450 Warren St Apt 2D Brooklyn, NY 11217 ",40.683455,-73.986834,24,0.958285340067786,0,inf,114,0.2814592345568641,22,1.0750575665290374,1772,0.1574786579619081,172,0.2469953847975881,5,0.5551724647846965,0,inf,1398,0.1220517439397198,116,0.2814592345568641,0,inf,28,0.3377459479234554,13,0.4044528753075674,169,0.2655896734295435,
25 Sutton Pl S Apt 20J,"Manhattan, NY 10022","25 Sutton Pl S Apt 20J Manhattan, NY 10022 ",40.7564516,-73.9611187,16,0.272047488157656,3,1.4062670894779774,124,0.4522921686281659,44,0.6922706560843535,3266,0.167800918944412,179,0.2147166503893117,12,0.7540269927803647,21,0.658872934152387,1618,0.1348589551359355,129,0.4522921686281659,1,1.5944060176972616,37,0.6504142625447753,24,0.5667632012330224,226,0.1580086759402381,
2300 Frederick Douglass Blvd Unit 7E,"New York, NY 10027","2300 Frederick Douglass Blvd Unit 7E New York, NY 10027 ",40.8092807,-73.9515405,27,0.2157865660932238,0,inf,67,0.1183882593995903,3,0.8316691759440885,942,0.0787515009061912,224,0.037740734937249,5,0.4433972136321978,3,0.5822216696194888,1114,0.0212908742911462,70,0.1183882593995903,0,inf,20,0.2142013959393099,17,0.7345893513242542,115,0.1194257891161849,
42-39 Judge St Unit 6A,"Elmhurst, NY 11373","42-39 Judge St Unit 6A Elmhurst, NY 11373 ",40.744235,-73.879766,5,2.125347237919843,2,2.5132149923776432,37,0.1691878950715907,16,0.5211895727686698,1050,0.1714361134960707,47,0.4856343801071626,0,inf,0,inf,1296,0.0882841600931745,41,0.1691878950715907,1,2.7878815952832023,1,2.4639057172176835,3,2.1721180688921318,145,0.1794212875842561,
4129 Wilder Ave,"Bronx, NY 10466","4129 Wilder Ave Bronx, NY 10466 ",40.8940899,-73.8424922,19,0.694630531499349,0,inf,22,0.6891546901520287,0,inf,62,0.4964805305956786,70,0.2289821973641687,1,1.1754813755536364,0,inf,455,0.0895367319716256,30,0.6891546901520287,0,inf,1,2.4687471705845705,3,2.954586738740363,24,0.3307147445793105,
57 Front St Apt 305,"Brooklyn, NY 11201","57 Front St Apt 305 Brooklyn, NY 11201 ",40.7027532,-73.9912722,24,0.6862996528785343,2,2.804415987107709,133,0.2386036226312576,39,1.321929749117703,2611,0.0079967779233162,183,0.2309025422819961,12,0.8226913494776822,15,1.8017947755136772,1347,0.0368950219898542,142,0.2386036226312576,1,2.434870677256041,37,0.0763062564433467,15,0.1931303172336028,197,0.0571590647717274,
71-11 Yellowstone Blvd Unit 7K,"Forest Hills, NY 11375","71-11 Yellowstone Blvd Unit 7K Forest Hills, NY 11375 ",40.7220099,-73.85347,14,1.289084969179451,2,2.6228396946437207,44,0.3305145634857132,9,0.9574084561944308,805,0.0889599362580703,54,0.6358146539277043,1,1.2666061539632223,0,inf,1507,0.0166667748054957,51,0.3305145634857132,0,inf,1,2.16069271099518,3,1.5739382887440545,136,0.1355037876301584,
147 W 93rd St Apt 3,"Manhattan, NY 10025","147 W 93rd St Apt 3 Manhattan, NY 10025 ",40.7915309,-73.9699787,18,0.1362953919003414,1,1.732435715665489,81,0.2233010660370509,8,1.502112865289918,1676,0.053338918300202,189,0.0638944872152792,6,1.3876122546987582,7,1.4014465904581888,1286,0.0634526597922501,86,0.2233010660370509,0,inf,19,0.7019327047979524,25,0.3272511996936193,138,0.0601017656743133,
32 Walker St,"Staten Island, NY 10302","32 Walker St Staten Island, NY 10302 ",40.6299388,-74.1417847,5,2.600100750090396,0,inf,0,inf,2,0.6544503875605545,106,0.0638931739015897,28,0.9380075505914296,0,inf,1,2.728474768533838,430,0.0620360103651331,2,1.808090616480478,0,inf,8,0.9618857086527532,0,inf,12,0.4289796178091171,
801 68th St,"Brooklyn, NY 11220","801 68th St Brooklyn, NY 11220 ",40.6308409,-74.014005,2,1.2170670000623078,0,inf,51,0.3152056386908455,0,inf,463,0.0754790237071891,64,0.8036552397390672,0,inf,0,inf,951,0.0306584075078914,51,0.3152056386908455,0,inf,2,1.7841306581043084,2,1.032857093610045,81,0.035794883488433,
3087 Heath Ave,"Bronx, NY 10463","3087 Heath Ave Bronx, NY 10463 ",40.8780577,-73.9016047,38,0.149850547721867,1,0.8188604997043848,48,0.1782600016263369,3,1.5284295511558266,172,0.4391336466123686,120,0.4182814138358765,0,inf,0,inf,736,0.0090056759800512,59,0.1782600016263369,0,inf,2,1.3361204399340167,5,0.7950472981990835,53,0.1700004965594881,
234 E 70th St,"New York, NY 10021","234 E 70th St New York, NY 10021 ",40.7675187,-73.959964,14,0.8829376695063016,3,1.2011267712640148,114,0.1197198158317796,31,0.6770543669467152,2691,0.0292389203329946,184,0.1029796894486449,12,0.2176338709053317,14,0.3266271661263299,1603,0.0236997209748882,120,0.1197198158317796,1,2.334190395551601,30,0.4054030767659606,23,0.2151332162913101,207,0.1096780948568571,
117 E 57th St Apt 40A,"Manhattan, NY 10022","117 E 57th St Apt 40A Manhattan, NY 10022 ",40.7617181,-73.969764,15,0.8445378334744672,3,0.826215547519523,117,0.1200886377362249,40,0.1113865931084531,3107,0.0478838278170367,174,0.1259236521029685,12,0.4785583315417854,21,0.8068545158148795,1594,0.0403941068836384,124,0.1200886377362249,1,1.8404114276083916,34,0.1575497743407118,25,0.0392411000001509,213,0.2301733103180607,
887 Lincoln Pl,"Brooklyn, NY 11213","887 Lincoln Pl Brooklyn, NY 11213 ",40.6708336,-73.9470953,30,0.9113840261802686,0,inf,113,0.1917460539468818,23,0.5937181892830881,1027,0.2012103036402136,199,0.0629917404282449,3,0.6417947593743161,0,inf,1847,0.0348511568430181,116,0.1917460539468818,0,inf,8,0.5617247199019508,4,1.9584321513258145,139,0.1799327206530513,
2121 Grand Ave,"Bronx, NY 10453","2121 Grand Ave Bronx, NY 10453 ",40.855906,-73.9079803,47,0.475920673606904,1,1.639838155645829,73,0.1716072370795233,5,0.7292063844509228,250,0.120587390293747,189,0.2606738892205512,2,2.5334983611327315,0,inf,1008,0.11062036818441,83,0.1716072370795233,0,inf,9,1.112153476879756,10,1.1622495486858824,69,0.2756952998300384,
360 E 72nd St Apt C1801,"Manhattan, NY 10021","360 E 72nd St Apt C1801 Manhattan, NY 10021 ",40.7680319,-73.9569977,14,0.8977346186670173,3,1.355431710185797,110,0.0916514184801265,30,0.8318118788541495,2587,0.0728250047771684,182,0.2121736727838071,11,0.3767260337343996,14,0.2513657492202287,1586,0.0324114926596884,116,0.0916514184801265,1,2.417319176385798,28,0.5250138238307197,22,0.372394314355399,206,0.0520305885698395,
1237 Putnam Ave,"Brooklyn, NY 11221","1237 Putnam Ave Brooklyn, NY 11221 ",40.6917476,-73.9154184,31,0.4585556903595336,0,inf,83,0.3774278403437576,27,0.0796862927501632,870,0.1707754853931802,148,0.339906346655308,2,1.5645276646643151,0,inf,1775,0.1700934720061161,85,0.3774278403437576,0,inf,4,1.344021258496728,4,2.210927149716483,119,0.2998057078644377,
1298 Rogers Ave,"Brooklyn, NY 11210","1298 Rogers Ave Brooklyn, NY 11210 ",40.6382498,-73.951388,13,1.023799781611171,0,inf,69,0.1969487757894351,4,1.159982410701622,512,0.1171192641015511,138,0.3927436511758285,2,2.235326678272736,0,inf,1633,0.028583861494397,70,0.1969487757894351,0,inf,4,0.8365802575478698,3,1.3535481514667524,103,0.3467351576215217,
440 E 62nd St Apt 17G,"Manhattan, NY 10065","440 E 62nd St Apt 17G Manhattan, NY 10065 ",40.7609936,-73.959781,15,0.4504178751884072,3,1.312868094962514,115,0.3651529693780047,41,0.6175936476714171,3012,0.0353608101218274,180,0.1057404606600029,12,0.4806869664457239,21,0.3640383890710617,1618,0.1064450114871242,120,0.3651529693780047,1,1.911351196670685,31,0.4542313180354985,23,0.493839152095304,218,0.1023340233076642,
1323 Elder Ave,"Bronx, NY 10472","1323 Elder Ave Bronx, NY 10472 ",40.831893,-73.8801936,51,0.153983459895714,0,inf,63,0.233551107504222,6,0.2552132624894373,188,0.2210525936941885,184,0.0793752897872898,1,2.1693852974684837,0,inf,1024,0.1721700500131248,70,0.233551107504222,0,inf,4,2.08429896056922,9,0.3582352453581513,54,0.2800458456308586,
2648 E 11th St,"Brooklyn, NY 11235","2648 E 11th St Brooklyn, NY 11235 ",40.5862175,-73.9594975,2,2.600864267136339,0,inf,32,0.284912305507871,1,2.8727328447200424,227,0.2283905440369462,51,0.4816725146695033,1,1.4349000082155878,0,inf,826,0.0777105045704893,32,0.284912305507871,0,inf,0,inf,2,1.1933323095554993,44,0.1148236802212899,
3144 Emmons Ave Apt 210,"Brooklyn, NY 11235","3144 Emmons Ave Apt 210 Brooklyn, NY 11235 ",40.583516,-73.9347101,7,2.1871907847759995,0,inf,20,1.0491600259494305,1,2.4989754185546844,143,0.071781053056661,38,0.2246778960254489,1,2.16613770784336,0,inf,660,0.0458099998611409,20,1.0491600259494305,1,2.2739901332909134,1,2.0134323909669485,2,2.257873864226261,28,0.5866859342961354,
873 60th St,"Brooklyn, NY 11220","873 60th St Brooklyn, NY 11220 ",40.6345423,-74.0075679,3,0.7952935056979596,0,inf,52,0.2211588577662507,1,3.0866220097409984,536,0.0915124423292055,88,0.6113215329597118,1,3.054892115259146,0,inf,1046,0.0105741332044975,52,0.2211588577662507,0,inf,3,1.4178999035916688,3,0.8394609009716024,84,0.1176057652165195,
55 E 65th St Apt 4B,"New York, NY 10065","55 E 65th St Apt 4B New York, NY 10065 ",40.767206,-73.9679643,16,1.0398445612018112,3,0.784225415307402,113,0.2026168307017908,34,0.3489559632645017,2808,0.0094058683071753,181,0.1197831694993475,13,0.2036683128034937,21,0.7053873089889883,1583,0.0332925452842567,121,0.2026168307017908,1,2.2268341646530088,30,0.1752036170646069,23,0.1868218747174102,203,0.1256913028134403,
56 Saturn Ln,"Staten Island, NY 10314","56 Saturn Ln Staten Island, NY 10314 ",40.5827521,-74.1580925,6,1.1826995704783416,0,inf,8,2.0643618287473053,0,inf,154,0.5751398567682814,10,1.0962684969937664,0,inf,0,inf,351,0.1698807895100275,8,2.0643618287473053,0,inf,1,2.5834317502960227,1,2.109301659160704,20,0.6168566252581456,
2139 Quimby Ave,"Bronx, NY 10473","2139 Quimby Ave Bronx, NY 10473 ",40.8261462,-73.8513022,32,0.3813515791792499,0,inf,28,0.5585935158324805,3,1.5196601588558067,118,0.1495524600385108,107,0.2296182811373445,0,inf,0,inf,741,0.0764772352687837,29,0.5585935158324805,2,2.2896630063007235,0,inf,4,1.0319175470776922,30,0.5440532531593181,
481 Washington St Unit Phs,"Manhattan, NY 10013","481 Washington St Unit Phs Manhattan, NY 10013 ",40.7255775,-74.0097684,17,0.786061919163198,2,1.1651328797912122,117,0.2771146282902587,35,0.4149900022613683,2906,0.0285626306301901,158,0.2015990835475395,12,0.6006867323876776,20,0.6477498244835542,1343,0.0599907142934512,132,0.2771146282902587,1,2.0449408021480715,40,0.224536071186403,17,0.7445419381435423,167,0.2590393462328187,
102 Alverson Ave,"Staten Island, NY 10309","102 Alverson Ave Staten Island, NY 10309 ",40.5525601,-74.2101653,4,2.345928168959184,0,inf,8,1.6253824804287589,0,inf,98,0.1183043209352069,14,1.5781928438060815,0,inf,0,inf,194,0.1134749721151186,8,1.6253824804287589,0,inf,1,0.8659461351460135,0,inf,12,0.1441735346625004,
148-36 89 Ave Unit 7B,"Jamaica, NY 11435","148-36 89 Ave Unit 7B Jamaica, NY 11435 ",40.704241,-73.806138,21,0.8341285328878261,0,inf,24,0.2542926492385782,7,0.4717252282207582,400,0.1525939196541963,35,0.2730137079887396,1,1.5084237356888055,0,inf,1455,0.1357001069894294,33,0.2542926492385782,0,inf,1,2.2880795322483345,2,1.6624555281823266,88,0.1550401626705541,
37-21 80 St Unit 4H,"Jackson Heights, NY 11372","37-21 80 St Unit 4H Jackson Heights, NY 11372 ",40.7490728,-73.8859424,3,1.930346924355169,2,2.729006494118984,38,0.1377505827289964,16,0.1987925064812946,988,0.0288402498430461,34,0.0730419765513567,0,inf,0,inf,1251,0.0742745337750989,42,0.1377505827289964,1,2.576250528223179,1,2.056971685092483,4,2.5192233650142803,135,0.1203686573680982,
175 W 95th St Apt 26A,"Manhattan, NY 10025","175 W 95th St Apt 26A Manhattan, NY 10025 ",40.7933904,-73.9704883,18,0.265764696804372,1,1.8417424930878723,76,0.1045834838992395,8,1.4883663224056092,1603,0.0316343346461286,191,0.0715330619795227,7,1.280837674108844,5,1.502565301107987,1261,0.0369600817390072,81,0.1045834838992395,0,inf,19,0.8221677861348774,24,0.2313584448817441,132,0.0225391477231292,
6 W 95th St,"Manhattan, NY 10025","6 W 95th St Manhattan, NY 10025 ",40.791073,-73.9658192,18,0.1866726334947937,1,1.800893438165557,85,0.0752007387683605,8,1.3126663538105787,1747,0.1249816465479314,193,0.1660745153968054,7,1.3519376634952769,6,1.495272660938499,1315,0.0418909144904642,90,0.0752007387683605,0,inf,20,0.7555962794326808,25,0.3459930323962847,142,0.1798509383344676,
37 87th St Unit 4G,"Queens, NY 11372","37 87th St Unit 4G Queens, NY 11372 ",40.748774,-73.879079,5,1.8142918847018064,2,2.383087315392384,36,0.1231543104591961,15,0.5246600765102752,1016,0.0457058119318056,43,0.3295414980943581,0,inf,0,inf,1271,0.204265487121778,40,0.1231543104591961,1,2.4759636757591026,1,2.4125275727234947,4,2.486330288901794,143,0.1245126513117274,
56-33B Utopia Pkwy,"Fresh Meadows, NY 11365","56-33B Utopia Pkwy Fresh Meadows, NY 11365 ",40.7420742,-73.7924414,18,0.8265261992314937,2,2.202297430093269,13,2.0804735336962863,2,2.471652264261442,404,0.2064088882121393,33,1.041755090142493,1,2.7712596137260577,0,inf,1226,0.0261920679537716,23,1.3446759266430042,0,inf,1,1.3423355357426,3,1.1325575963649186,87,0.2228297804091342,
430 E 56th St Apt 9C,"Manhattan, NY 10022","430 E 56th St Apt 9C Manhattan, NY 10022 ",40.756986,-73.962468,16,0.3514857404533526,3,1.3273475209832029,124,0.4351302642765353,44,0.6144056446831048,3257,0.0978531587947487,179,0.1455168347176566,12,0.7060407809242941,21,0.6665960407282889,1623,0.0581914137458022,129,0.4351302642765353,1,1.602910278216133,37,0.586876145191006,25,0.4900225201132455,222,0.0825574165757037,
325 Fifth Ave Apt 30C,"New York, NY 10016","325 Fifth Ave Apt 30C New York, NY 10016 ",40.7473345,-73.9848617,21,0.6406406871672016,3,0.054382865746686,131,0.1718421704652,38,0.2704850193995973,3339,0.0174123005944272,172,0.1847787998089393,13,0.1255900493645657,23,0.07831068074792,1586,0.0296630068083901,142,0.1718421704652,1,1.0490743253754304,47,0.2102953493703527,27,0.1153745583895194,208,0.1335129385585488,
4851 43rd St Apt 6D,"Woodside, NY 11377","4851 43rd St Apt 6D Woodside, NY 11377 ",40.7396299,-73.92224,7,2.078702309089464,0,inf,72,0.3126097516544135,36,0.639722109862947,1812,0.0705673464433234,113,0.1783713293409974,4,1.6237224085397628,2,2.438117305852749,1652,0.0190690334660209,76,0.3126097516544135,1,2.676865328612971,9,1.1467839917195055,9,0.6877616541125287,199,0.0799931157309641,
3300 Holland Ave,"Bronx, NY 10467","3300 Holland Ave Bronx, NY 10467 ",40.8734145,-73.8650133,42,0.1449104011556903,1,2.7579577687288723,49,0.1774265379718871,2,1.7926351244090069,180,0.3829545657717652,121,0.1745679164103981,1,2.9475494604509467,0,inf,870,0.1872290903521106,59,0.1774265379718871,0,inf,2,3.0598954196663115,7,1.803712708354382,60,0.3370173000245596,
250 W 89th St Apt 3M,"New York, NY 10024","250 W 89th St Apt 3M New York, NY 10024 ",40.7900836,-73.9750904,15,0.3250701346119373,2,1.5501525747387086,75,0.1414106597388287,7,1.533683227412139,1733,0.014857362193308,178,0.1476808989129429,7,1.4476344562752008,9,1.1970784135816623,1286,0.0123727360177112,81,0.1414106597388287,0,inf,17,0.587268678818144,22,0.5629252888446593,136,0.029500830661371,
748 Throggs Neck Expy,"Bronx, NY 10465","748 Throggs Neck Expy Bronx, NY 10465 ",40.8295548,-73.8181729,15,0.5822816441736958,0,inf,13,1.3711884503331453,1,2.862075212461531,87,0.8133774455401802,47,0.1544785166715376,0,inf,0,inf,450,0.1401270839597677,13,1.3711884503331453,1,1.132710966978742,2,2.203265278824861,6,1.516665861405735,20,1.11713045697111,
25 Claire Ct,"Staten Island, NY 10301","25 Claire Ct Staten Island, NY 10301 ",40.6193185,-74.0894459,0,inf,0,inf,7,0.955931034830302,1,2.198142509184914,163,0.4528736825818457,14,0.4782620646832853,1,1.7748837627765046,1,0.167787816260418,589,0.1804434514321738,7,0.955931034830302,0,inf,8,0.6418820662006984,0,inf,18,0.7192574425390026,
3748 Lyme Ave,"Brooklyn, NY 11224","3748 Lyme Ave Brooklyn, NY 11224 ",40.5772036,-74.0051548,1,2.784737509000858,0,inf,27,1.2586575163580684,0,inf,200,0.4544047688982535,19,1.3400432535749385,1,3.052040134469568,0,inf,521,0.1035045758148772,27,1.2586575163580684,0,inf,0,inf,1,1.5542405999434623,31,0.4403672299696248,
764 Shepherd Ave,"Brooklyn, NY 11208","764 Shepherd Ave Brooklyn, NY 11208 ",40.6654651,-73.8777568,24,0.1397583706066246,1,1.1830751566010451,56,0.3186280028278345,4,2.3659563514378497,263,0.6095180905794361,73,0.607942880198894,0,inf,0,inf,1254,0.0695449199520968,59,0.3186280028278345,0,inf,0,inf,3,0.4279766170385033,54,0.5554916507426066,
172 Greenleaf Ave Unit 2B,"Staten Island, NY 10310","172 Greenleaf Ave Unit 2B Staten Island, NY 10310 ",40.6262907,-74.1267587,2,2.9669513729464745,0,inf,4,2.7148443045186323,1,0.1801507747092189,140,0.0466141348687989,22,1.1025337745098376,1,2.8522038305558834,1,1.9042936766156635,556,0.0886607364165668,6,1.935672943304941,0,inf,8,0.2459645800000086,0,inf,19,0.4386598366673519,
3000 Valentine Ave Apt 5G,"Bronx, NY 10458","3000 Valentine Ave Apt 5G Bronx, NY 10458 ",40.8721466,-73.8854635,42,0.1407737710069348,1,1.7222150887925003,54,0.1158722405766108,5,1.946046433796447,199,0.1487152460144394,132,0.0965901313346732,0,inf,0,inf,955,0.0994575419613951,65,0.1158722405766108,0,inf,2,1.9876361998382608,8,1.4332665298873457,64,0.2110142916535207,
236 W 26th St Apt 2E,"New York, NY 10001","236 W 26th St Apt 2E New York, NY 10001 ",40.7464981,-73.9960928,20,0.4605339432638334,3,0.5384072744900358,127,0.1503644676597785,37,0.4133738562498648,3251,0.0418752301358454,157,0.0676463638387961,14,0.3153934052910641,23,0.2795147490902684,1586,0.0650155648364705,141,0.1503644676597785,1,1.4471956299442494,50,0.1026657765182877,29,0.4384352508673823,196,0.1045581968961741,
211 E 53rd St Apt 14A,"New York, NY 10022","211 E 53rd St Apt 14A New York, NY 10022 ",40.7577332,-73.9690584,16,0.6958401663519251,3,1.0315290367270664,119,0.087542905613357,39,0.3709516124945096,3241,0.0302901228555204,180,0.1589760179753822,12,0.6998825759395,21,0.8862688571124014,1580,0.0272232113441101,125,0.087542905613357,1,1.5710598049325124,41,0.4344745482139049,25,0.2933195241270653,220,0.0741160044208097,
1343 Saint Lawrence Ave,"Bronx, NY 10472","1343 Saint Lawrence Ave Bronx, NY 10472 ",40.8343235,-73.8681191,43,0.4915023529941886,0,inf,52,0.1920825077776471,4,0.7600936967317743,151,0.1405987478198501,169,0.5592799803565647,1,2.801876349156411,0,inf,1032,0.0457849145670535,59,0.1920825077776471,1,2.835691765487395,3,2.725506698011124,4,0.4624043538767771,49,0.202339389495855,
91 El Camino Loop,"Staten Island, NY 10309","91 El Camino Loop Staten Island, NY 10309 ",40.5368119,-74.2138087,3,2.259932488400909,0,inf,8,1.0074629339172587,0,inf,97,0.5182444159772404,13,0.7307887675084399,0,inf,0,inf,195,0.2936099674782333,8,1.0074629339172587,0,inf,1,0.3205025018324943,0,inf,9,1.0233229454748347,
1355 64th St,"Brooklyn, NY 11219","1355 64th St Brooklyn, NY 11219 ",40.6258525,-73.9994622,3,1.0297222908102035,0,inf,57,0.141574048333035,0,inf,492,0.2093954944389342,91,0.2096757537564123,1,2.356520861899027,0,inf,1155,0.1970422263967944,57,0.141574048333035,0,inf,3,1.1938236096304349,2,1.3160568177479548,87,0.3352420088915783,
177 E 77th St Apt 3B,"Manhattan, NY 10075","177 E 77th St Apt 3B Manhattan, NY 10075 ",40.7733586,-73.9585888,13,1.2527200233098283,2,1.3168475375679842,102,0.0688883306881888,23,0.9861308979170595,2421,0.0436593900505055,186,0.0916522176971168,11,0.516682243836658,12,0.6243988219943812,1542,0.0354581304077285,108,0.0688883306881888,1,2.741143493177802,27,0.2834393929731693,22,0.4660436785450542,197,0.0442302417275072,
