Address line 1,Address line 2,Full Address,Latitude,Longitude,Number_of_Parks_Nearby,Distance_to_Nearest_Parks_miles,Number_of_Malls_Nearby,Distance_to_Nearest_Malls_miles,Number_of_Metros_Nearby,Distance_to_Nearest_Metros_miles,Number_of_Clubs_Nearby,Distance_to_Nearest_Clubs_miles,Number_of_Restaurants_Nearby,Distance_to_Nearest_Restaurants_miles,Number_of_Schools_Nearby,Distance_to_Nearest_Schools_miles,Number_of_Colleges_Nearby,Distance_to_Nearest_Colleges_miles,Number_of_Universities_Nearby,Distance_to_Nearest_Universities_miles,Number_of_Buses_Nearby,Distance_to_Nearest_Buses_miles,Number_of_Trains_Nearby,Distance_to_Nearest_Trains_miles,Number_of_Airports_Nearby,Distance_to_Nearest_Airports_miles,Number_of_Museums_Nearby,Distance_to_Nearest_Museums_miles,Number_of_Libraries_Nearby,Distance_to_Nearest_Libraries_miles,Number_of_Grocery_stores_Nearby,Distance_to_Nearest_Grocery_stores_miles,borough
45 Sleepy Hollow Rd,"Staten Island, NY 10314","45 Sleepy Hollow Rd Staten Island, NY 10314 ",40.5945662,-74.1656835,5,0.3351442750369647,0,inf,4,2.9017771475368246,1,2.8894825567085807,111,0.2467753746979449,13,0.969662355299314,0,inf,0,inf,301,0.1935558399914724,4,2.9017771475368246,0,inf,1,2.165735090817208,1,2.807424331067714,13,0.31687360764057,
21-22 202nd St Unit Upper,"Bayside, NY 11360","21-22 202nd St Unit Upper Bayside, NY 11360 ",40.7781663,-73.7916594,11,0.3561193226718613,2,2.4486152592951456,1,2.380662806123961,1,2.353263199828094,215,0.1251656310230861,21,0.4216209707117523,0,inf,0,inf,712,0.1021665168633999,8,1.1578242322943746,0,inf,1,1.863046923259692,4,0.5474825843834836,35,0.7423217262601336,
91-12 85 Rd,"Woodhaven, NY 11421","91-12 85 Rd Woodhaven, NY 11421 ",40.6958578,-73.8539492,13,0.3088739908120972,1,1.6924258645357275,57,0.1814985080882343,9,1.0614440994140169,551,0.1691303550447329,66,0.3233978359104478,1,1.7713614394342194,0,inf,1496,0.0534494935726686,64,0.1814985080882343,0,inf,0,inf,3,1.2375021905793773,81,0.3642679644456713,
1122 E 89th St,"Brooklyn, NY 11236","1122 E 89th St Brooklyn, NY 11236 ",40.6358438,-73.9027874,26,0.512359056053501,0,inf,29,0.7336371741755038,2,1.680692974753931,57,0.3643314866253809,63,0.7893998260694437,0,inf,0,inf,1128,0.0622756419441768,30,0.7336371741755038,1,2.1024211367302548,1,3.0249774507975973,3,1.4918890037024055,23,0.5590896096380087,
2080 Barnes Ave Apt 5A,"Bronx, NY 10462","2080 Barnes Ave Apt 5A Bronx, NY 10462 ",40.8529507,-73.8637211,44,0.4320980850497629,0,inf,58,0.2096861562954701,4,0.42290324855876,159,0.0981257863282606,149,0.0841064944275291,0,inf,0,inf,1060,0.2869284767906496,66,0.2096861562954701,1,2.53706023611654,0,inf,4,0.4963175322174758,57,0.4338217248381885,
102 Bradhurst Ave Apt 808,"New York, NY 10039","102 Bradhurst Ave Apt 808 New York, NY 10039 ",40.8247564,-73.9415389,35,0.1643532270704361,0,inf,72,0.1664364338748885,5,1.636832887256482,588,0.1442392278270497,223,0.2026033111181815,4,0.6385157481285652,1,0.6764886868657797,1063,0.0598792233710602,78,0.1664364338748885,0,inf,14,0.393648382618932,9,0.2957118081960003,101,0.1410679947183476,
826 Leland Ave Unit 16C,"Bronx, NY 10473","826 Leland Ave Unit 16C Bronx, NY 10473 ",40.8225875,-73.8610478,35,0.0605630269699084,0,inf,35,0.7031332349747319,4,1.0743639492442671,119,0.152606313614606,134,0.0780810216727227,1,2.889753322318634,0,inf,838,0.088952770001356,38,0.7031332349747319,2,2.721961962908783,1,3.0363086718185954,4,0.8347024968742052,38,0.3389878686925466,
1100 Clove Rd Apt 9E,"Staten Island, NY 10301","1100 Clove Rd Apt 9E Staten Island, NY 10301 ",40.62108,-74.1110175,0,inf,0,inf,6,1.9437335191929843,1,1.0747765369892832,171,0.508831659899102,19,0.874551551271835,1,2.343877683971892,1,1.0467144665293464,603,0.1226338757384015,8,1.9437335191929843,0,inf,8,0.8503174277586256,0,inf,22,0.5771554283741401,
60 82nd St,"Brooklyn, NY 11209","60 82nd St Brooklyn, NY 11209 ",40.6279899,-74.0375351,2,1.113871751914207,0,inf,28,0.6029448606608712,0,inf,352,0.4152507281044203,34,0.491843283913626,1,2.343863818774747,1,2.853424103617572,823,0.1235728947163506,28,0.6029448606608712,0,inf,2,2.6580981379419795,1,1.7589788624772358,59,0.4325377544450793,
83 Meisner Ave,"Staten Island, NY 10306","83 Meisner Ave Staten Island, NY 10306 ",40.5809486,-74.1318695,5,0.7211403316251142,0,inf,7,0.9299901380639828,0,inf,152,0.430795021177442,15,0.4454243036842233,0,inf,0,inf,403,0.2513143436517838,7,0.9299901380639828,0,inf,1,2.4317262708670024,1,0.80357008998243,23,1.1285962204004398,
5041 Goodridge Ave,"Bronx, NY 10471","5041 Goodridge Ave Bronx, NY 10471 ",40.8985244,-73.9027464,31,0.2875336114548616,1,1.569334983950481,28,0.6637962200377681,1,2.74697188182475,96,0.5302502166399096,92,0.1385322532977267,0,inf,0,inf,398,0.2880646088959303,40,0.6637962200377681,0,inf,2,2.393833055980058,3,0.1779872668693767,35,0.4747584111733939,
17 Queensdale St,"Staten Island, NY 10309","17 Queensdale St Staten Island, NY 10309 ",40.52876,-74.1995049,0,inf,0,inf,9,0.2250403188953093,0,inf,115,0.2154820076646664,2,0.6296072328414686,0,inf,0,inf,204,0.4593696692095509,9,0.2250403188953093,0,inf,1,1.2293530350520396,0,inf,10,0.9645456846453352,
408 Thomas St,"Staten Island, NY 10306","408 Thomas St Staten Island, NY 10306 ",40.5700408,-74.1419568,4,1.215923386201312,0,inf,8,0.8811047477169784,0,inf,149,0.5823295718676587,11,0.1370034577969054,0,inf,0,inf,355,0.1651315330946014,8,0.8811047477169784,0,inf,0,inf,1,1.1996471345472746,16,0.5572315826483156,
1939 E 38th St,"Brooklyn, NY 11234","1939 E 38th St Brooklyn, NY 11234 ",40.6116803,-73.9306723,11,0.3199566462436594,0,inf,31,1.438146267009225,2,0.5685568332771321,184,0.2405510123087342,72,0.2356491289802268,1,1.6886196673521092,0,inf,1070,0.0736372582527033,31,1.438146267009225,1,1.551260471361376,3,2.4054354331707817,2,0.572268629708494,42,0.3552108614853646,
2763 Fish Ave,"Bronx, NY 10469","2763 Fish Ave Bronx, NY 10469 ",40.8671514,-73.8472917,35,0.1854356687197865,0,inf,40,0.2142599725924825,1,1.717516784077873,153,0.5082025018557753,102,0.1841720633238616,1,3.0485756007778533,0,inf,814,0.1260745190665353,46,0.2142599725924825,1,2.1917122460140965,1,2.20506466527204,4,1.41086140694341,54,0.6922177085700778,
5433 Arnold Ave,"Maspeth, NY 11378","5433 Arnold Ave Maspeth, NY 11378 ",40.71413,-73.910159,18,1.489420518512348,0,inf,84,0.7677405040226202,32,0.2024076885705205,1187,0.0591341685586581,120,0.5002171643520884,2,1.908890841862325,0,inf,1661,0.0791878588859325,88,0.7677405040226202,0,inf,5,0.5633026806170562,3,1.5402952626456086,156,0.2622403228666594,
310 E 46th St # 22MT,"New York, NY 10017","310 E 46th St # 22MT New York, NY 10017 ",40.7520036,-73.9698216,18,0.7406272836549241,3,0.906278808512457,127,0.330321986639654,43,0.751171578151501,3435,0.0334264171590103,181,0.2001247850870141,13,0.6184671122455346,21,0.7514963318604397,1610,0.0478276347982538,133,0.330321986639654,1,1.173883635031117,42,0.4181240796186374,24,0.2223397694631905,229,0.0860199722182781,
254-07 73 Road Oaks Gln Unit 1ST,"Glen Oaks, NY 11004","254-07 73 Road Oaks Gln Unit 1ST Glen Oaks, NY 11004 ",40.749681,-73.7193956,12,0.6121958290479517,0,inf,0,inf,1,1.0038004767828153,171,0.3969237960864246,15,0.6767355865147892,0,inf,0,inf,538,0.027650029868011,11,1.8601435211574235,0,inf,0,inf,3,1.1628529631148623,25,0.5193582854102003,
1747 Stuart St,"Brooklyn, NY 11229","1747 Stuart St Brooklyn, NY 11229 ",40.6096264,-73.9422062,7,0.8047397300036397,0,inf,44,0.8192199785545573,2,1.0735591109532934,265,0.6229872628021462,88,0.3851811686356012,1,1.0663219688088688,0,inf,1184,0.0742514313586784,44,0.8192199785545573,1,2.1160139187436555,3,2.696497339009634,3,0.8384259376316628,60,0.6588904801418686,
63-36 99th St Unit 3K,"Rego Park, NY 11374","63-36 99th St Unit 3K Rego Park, NY 11374 ",40.7318677,-73.8571116,13,1.42136184096802,2,2.104529479938855,35,0.2693828899903,8,1.655570940087304,796,0.1509193327068816,45,0.8326029617868257,1,1.794786778193377,0,inf,1391,0.0484268976361356,41,0.2693828899903,0,inf,1,2.133712148038585,4,1.814848523725719,125,0.1341239445099596,
6 Sutton Sq,"Manhattan, NY 10022","6 Sutton Sq Manhattan, NY 10022 ",40.7576897,-73.9598074,16,0.2604513790705701,3,1.416130493908442,120,0.3579135281583977,44,0.6996877794996788,3188,0.1370664807821648,180,0.2531574481129087,12,0.6898712211797748,21,0.5508796134058366,1620,0.1135369215215522,126,0.3579135281583977,1,1.7001072449815844,35,0.6145171299913353,24,0.5583697933149218,223,0.1577169964254037,
25 Tudor City Pl Apt 1309,"Manhattan, NY 10017","25 Tudor City Pl Apt 1309 Manhattan, NY 10017 ",40.7484484,-73.9706936,19,0.8822831437680837,3,0.8014051616943175,130,0.3506335101658843,41,0.9760016517502323,3446,0.0588698636557339,192,0.1732570099807941,13,0.4678176129236476,21,0.5035068034485738,1592,0.0464582570340372,136,0.3506335101658843,1,0.9246735891192917,43,0.3907755121256412,24,0.3938900627609025,220,0.1120197624801751,
355 Greenwich St # #ph,"New York, NY 10013","355 Greenwich St # #ph New York, NY 10013 ",40.7189646,-74.0101127,17,0.5259531835427905,2,1.616391293366253,116,0.1678694173404627,34,0.8145050338258544,2752,0.0093763255804853,160,0.3065955717260665,11,0.231231818394596,20,0.9843561700091952,1280,0.0661115615381497,131,0.1678694173404627,1,2.250260168815016,42,0.3365546214121209,17,0.3665397586786559,172,0.2466176632699445,
218 N 5th St,"Brooklyn, NY 11211","218 N 5th St Brooklyn, NY 11211 ",40.7149495,-73.9562714,25,0.8089492572793497,1,2.711186636904756,160,0.173677434139251,45,0.3261325257949705,3026,0.0599387235188858,205,0.0345888201507153,14,1.187616499711047,16,2.0498255582642337,1883,0.072304989286994,166,0.173677434139251,1,1.6448824548609962,38,0.0741496163875722,16,1.255987069603897,235,0.1670885395540015,
7901 4th Ave Apt E10,"Brooklyn, NY 11209","7901 4th Ave Apt E10 Brooklyn, NY 11209 ",40.6279352,-74.0260154,2,0.971285577916726,0,inf,39,0.1144889901828466,0,inf,403,0.1301224756934907,53,0.6860875114505461,1,2.8984953937648377,0,inf,865,0.0713698558529121,39,0.1144889901828466,0,inf,1,2.442798974447804,2,1.3951332759551447,68,0.1739748184127327,
151-14 84th Rd,"Jamaica, NY 11432","151-14 84th Rd Jamaica, NY 11432 ",40.7130635,-73.8083366,19,0.952056546971088,0,inf,22,0.4617592185764128,7,0.7979805471425004,434,0.4565122405911792,40,0.5667787704514924,1,1.2096293488915033,0,inf,1479,0.0909922384005957,28,0.4617592185764128,0,inf,1,1.6700860706396476,2,1.3425933476786185,96,0.0972007667676021,
231 Lincoln Rd,"Brooklyn, NY 11225","231 Lincoln Rd Brooklyn, NY 11225 ",40.6615323,-73.9549906,28,0.6186965111474867,0,inf,99,0.2419489079203038,9,1.1264271064646496,789,0.0856207340088384,181,0.3101276024670283,3,1.3739551914835653,0,inf,1770,0.0768865793137027,102,0.2419489079203038,0,inf,7,0.2024801947220381,5,1.7318324036101802,133,0.3585966265814371,
301 E 52nd St,"Brooklyn, NY 11203","301 E 52nd St Brooklyn, NY 11203 ",40.6534834,-73.9283496,29,1.0680627180242803,0,inf,73,0.8363816877798612,10,0.5223750592321964,424,0.2404934501454109,117,0.3401333507659628,1,2.038133979132128,0,inf,1719,0.0909353789128242,75,0.8363816877798612,0,inf,4,1.4811349672016518,4,2.2344438730989977,87,0.541861927419979,
14-30 Seagirt Blvd Unit 4C,"Far Rockaway, NY 11691","14-30 Seagirt Blvd Unit 4C Far Rockaway, NY 11691 ",40.595796,-73.749492,3,1.4752471186761975,0,inf,6,0.6554920617941042,0,inf,44,0.261184123614906,10,0.3668409383718526,0,inf,0,inf,157,0.1178175925539409,10,0.6554920617941042,0,inf,1,1.215851911409173,1,2.35298887060808,5,0.1656774109628609,
635 W 42nd St Apt 42K,"Manhattan, NY 10036","635 W 42nd St Apt 42K Manhattan, NY 10036 ",40.7617015,-73.9995109,14,0.5466533178940789,3,0.9898176396341694,106,0.4186216628427865,28,0.3874870347548131,2846,0.0301567106286487,150,0.1827951218347423,13,0.8467376264126298,23,0.7060327060213345,1394,0.0505819801353682,118,0.4186216628427865,1,2.303443731283953,39,0.8180695901321433,25,1.0094930881925606,170,0.2995736184252386,
740 Park Ave # 6 & 7D,"New York, NY 10021","740 Park Ave # 6 & 7D New York, NY 10021 ",40.7707516,-73.9645283,15,1.1305318722348252,3,0.9736872544586715,108,0.199434014079576,29,0.651875291077438,2593,0.1320860583171718,182,0.1770393482388322,11,0.2500218266493174,14,0.6525934152108988,1561,0.1089974356473853,114,0.199434014079576,1,2.495352053492134,29,0.1900681699900912,22,0.1474884276144775,203,0.2318226379028433,
2 River Ter Unit 15R,"New York, NY 10282","2 River Ter Unit 15R New York, NY 10282 ",40.7153256,-74.0159772,17,0.1323154657160851,2,1.933681776885887,103,0.2977847744063681,29,1.193869050270285,2467,0.0428791897608096,157,0.6011232204921586,11,0.5254339935655074,20,1.1911902568055257,1164,0.041305880365538,117,0.2977847744063681,1,2.6430078718872108,40,0.4282760092270121,16,0.0343522009812122,150,0.1682305780498152,
575 Main St Apt 1312,"Manhattan, NY 10044","575 Main St Apt 1312 Manhattan, NY 10044 ",40.7626306,-73.9496876,12,0.6281073615473604,2,1.7837951847047764,107,0.3049318598945894,29,1.1340734707697795,2677,0.2803398997613316,171,0.0345878232620288,11,0.8169434569688393,14,0.3107537729258774,1609,0.0152953901910109,113,0.3049318598945894,1,2.2536019555360864,27,0.9118134249936232,21,0.0988091102142899,211,0.2019780335536948,
65-15 38th Ave Unit 1G,"Queens, NY 11377","65-15 38th Ave Unit 1G Queens, NY 11377 ",40.7469399,-73.8986099,3,2.4091725556158043,0,inf,45,0.127681120973307,19,0.51140805928017,1021,0.0516892614130984,50,0.4089092748761105,1,2.786497682329408,0,inf,1306,0.0581858364411642,49,0.127681120973307,1,3.0252564440569323,3,1.477817307823473,5,1.865843420817992,131,0.1501623606892214,
50 Gramercy Park N Unit 15AB,"Manhattan, NY 10010","50 Gramercy Park N Unit 15AB Manhattan, NY 10010 ",40.7387144,-73.9860447,21,0.1584796972552148,3,0.5821306999617126,138,0.1025823113548982,40,0.3400593136437048,3245,0.0254579927658765,192,0.0412771732388741,14,0.221715462937029,23,0.2073495552685204,1555,0.0788182499516734,151,0.1025823113548982,1,0.7323353312429659,49,0.0541926116759652,29,0.1808007148708499,209,0.0802807249561737,
1110 E 101st St,"Brooklyn, NY 11236","1110 E 101st St Brooklyn, NY 11236 ",40.6419699,-73.8938875,24,0.162416513320051,1,2.821296264854678,35,0.5261366859207492,2,2.3110848004574707,56,0.2947216389130268,47,1.166824495532662,0,inf,0,inf,1094,0.1957664118733235,36,0.5261366859207492,1,2.563971391051752,0,inf,3,0.8820306130173315,25,0.3610403739857528,
158-35 78th St,"Howard Beach, NY 11414","158-35 78th St Howard Beach, NY 11414 ",40.6580965,-73.8539329,21,1.151761338803181,1,0.9300167675645984,39,1.2535832831281015,4,2.5697368790625164,114,0.5890975665435879,25,1.0207708616299986,0,inf,0,inf,846,0.4321344370628734,43,1.2535832831281015,0,inf,0,inf,2,1.7102750914847555,26,0.6122499477053934,
116 Pinehurst Ave Apt K33,"New York, NY 10033","116 Pinehurst Ave Apt K33 New York, NY 10033 ",40.8521241,-73.9390216,38,1.0702752861076588,1,2.155139149503851,59,0.0610290020678916,2,0.984762592116921,310,0.0565471662186232,176,0.3800843174717406,4,1.3488101428566583,1,2.451394781305249,869,0.0829989053612181,67,0.0610290020678916,0,inf,12,0.8851825058668797,8,0.4014803683362816,66,0.0741798314101165,
78-14 Austin St Unit 1C,"Forest Hills, NY 11375","78-14 Austin St Unit 1C Forest Hills, NY 11375 ",40.7141299,-73.83486,19,0.8428507799227443,2,2.98273430609666,37,0.2033825425483784,5,0.6186649585892205,556,0.1257643495090031,46,0.1951499306108454,1,0.1957014439794983,0,inf,1488,0.1289054300260335,43,0.2033825425483784,0,inf,1,1.8015166367527808,3,1.820316223652061,111,0.4097873000179849,
1466 E 56th St,"Brooklyn, NY 11234","1466 E 56th St Brooklyn, NY 11234 ",40.6198605,-73.9214144,14,0.4494248395888465,0,inf,28,1.6450909110060654,2,0.248195857710398,142,0.2095027519507055,80,0.9459606546344398,1,2.3217484550016603,0,inf,1074,0.0553592627579659,28,1.6450909110060654,1,1.4153090510687296,2,2.538816604930107,3,0.6267498269125356,38,0.2129280024904271,
3184 Grand Concourse Apt 6A,"Bronx, NY 10458","3184 Grand Concourse Apt 6A Bronx, NY 10458 ",40.876331,-73.8855684,38,0.3189842117809487,1,1.6653444665443684,47,0.2283283356085353,3,2.100155037017708,167,0.2874687351943598,129,0.2891106025332455,0,inf,0,inf,862,0.0455516258036279,59,0.2283283356085353,0,inf,2,2.0499197525308226,5,1.198228915187599,54,0.1068699413984774,
311 Bertram Ave,"Staten Island, NY 10312","311 Bertram Ave Staten Island, NY 10312 ",40.5276763,-74.17709,1,3.026502529696229,0,inf,8,0.8804670607435828,0,inf,100,0.7769450589488847,2,1.7909668794114737,0,inf,0,inf,187,0.068771189614937,8,0.8804670607435828,0,inf,1,2.268741074521224,0,inf,8,1.3658072436796795,
296 Zerega Ave,"Bronx, NY 10473","296 Zerega Ave Bronx, NY 10473 ",40.8141558,-73.8452661,23,0.9519017782168148,0,inf,23,1.4212972736884346,3,2.0702509336283783,92,0.7488384479697765,65,0.5337719417420786,0,inf,0,inf,610,0.3473064104611722,23,1.4212972736884346,2,2.3992576369816385,1,2.9092993609033897,6,1.7807971647573924,27,1.296612664027989,
539 Van Siclen Ave,"Brooklyn, NY 11207","539 Van Siclen Ave Brooklyn, NY 11207 ",40.6662946,-73.8884737,26,0.2530608492080076,1,1.709510253036131,59,0.06864335049346,6,2.0605701332341217,338,0.6739463123038381,82,0.4236601839431642,0,inf,0,inf,1383,0.1420713529051193,61,0.06864335049346,0,inf,0,inf,3,0.1572573453334604,60,0.6898373177805451,
67-25 1 3 75clyde St Unit 6K,"Forest Hills, NY","67-25 1 3 75clyde St Unit 6K Forest Hills, NY ",40.718106,-73.8448469,16,1.040322858089725,2,2.756351935881197,40,0.2479643745761692,6,0.5811774685567488,702,0.0708533137541897,53,0.1941117964424795,1,0.7481179266813487,0,inf,1547,0.1630052283734543,46,0.1026902067859495,0,inf,1,1.93444702827668,3,1.927259949972894,125,0.2109841420215819,
27110 Grand Central Pkwy Apt 1X,"Floral Park, NY 11005","27110 Grand Central Pkwy Apt 1X Floral Park, NY 11005 ",40.7250575,-73.7586039,16,1.233992231849906,0,inf,6,1.576595954810239,2,2.709113686491743,258,0.2579004815576456,22,0.8773700768190704,0,inf,0,inf,1180,0.1654673388610043,17,1.1110095346631792,0,inf,0,inf,2,2.314540319026608,64,0.2793204466174336,
166 Perry St Unit 1C,"Manhattan, NY 10014","166 Perry St Unit 1C Manhattan, NY 10014 ",40.7344833,-74.0093789,17,0.2464255431450834,3,0.5727412636191515,117,0.1658179620131138,36,0.2794973405658145,2952,0.0240666962744214,155,0.1252395460006403,12,0.6544963507578911,22,0.5855437332246604,1413,0.087959445877497,133,0.1658179620131138,1,1.9152313915243409,42,0.4846924518062212,25,0.9397865349416862,172,0.1818795094398013,
259 W 132nd St,"New York, NY 10027","259 W 132nd St New York, NY 10027 ",40.8143034,-73.9468204,29,0.3914943383747221,0,inf,70,0.2090859977108211,3,1.06886612870037,854,0.0770718612692705,218,0.1995568236112585,4,0.2006969142904791,1,0.3013910442582541,1101,0.0713934380911534,74,0.2090859977108211,0,inf,19,0.3584629385358149,10,0.9543934513593296,109,0.2977578923605398,
475 Armstrong Ave Apt J2,"Staten Island, NY 10308","475 Armstrong Ave Apt J2 Staten Island, NY 10308 ",40.5450435,-74.1576661,2,1.6673658518380856,0,inf,8,0.3830644372078136,0,inf,118,0.0776860266103081,5,1.910266395941265,0,inf,0,inf,254,0.3449877913168783,8,0.3830644372078136,0,inf,1,3.109653742111505,1,2.8193580242918244,10,0.1736263490995786,
19 Winters St,"Bronx, NY 10464","19 Winters St Bronx, NY 10464 ",40.8432036,-73.7886587,9,0.8377467370737997,0,inf,5,2.1568423898640368,0,inf,31,0.2427461899766978,13,0.7780305387786096,0,inf,0,inf,195,0.1916615881980228,5,2.1568423898640368,1,1.4551871638723008,2,2.16335699136544,3,2.591641856796685,6,0.4235336657281668,
23 Ferguson Ct,"Staten Island, NY 10307","23 Ferguson Ct Staten Island, NY 10307 ",40.5155351,-74.2360142,6,1.508337035564965,0,inf,6,0.3075956660004877,0,inf,63,0.1090355617849901,13,0.7575345830545925,0,inf,0,inf,166,0.3197066366568381,7,0.3075956660004877,0,inf,1,2.0340932531777183,0,inf,6,0.1613043392800875,
181 Androvette Ave,"Staten Island, NY 10312","181 Androvette Ave Staten Island, NY 10312 ",40.5268642,-74.1897695,0,inf,0,inf,8,0.4749096256497592,0,inf,117,0.415698686272017,2,1.121717947276924,0,inf,0,inf,204,0.2437977760104348,8,0.4749096256497592,0,inf,1,1.7113925635955058,0,inf,10,1.3930140969270872,
2610 Avenue T,"Brooklyn, NY 11229","2610 Avenue T Brooklyn, NY 11229 ",40.6021258,-73.9456697,4,1.2894994262586414,0,inf,41,0.5737208399989414,1,1.5626037171796137,261,0.15917147363572,70,0.3264430790267728,1,0.9284181543842376,0,inf,1051,0.1387047579799114,41,0.5737208399989414,1,2.288873654948968,2,2.739276247927102,3,1.3766039958213532,56,0.193582003748723,
45-08 40 St Unit B53,"Sunnyside, NY 11104","45-08 40 St Unit B53 Sunnyside, NY 11104 ",40.7438099,-73.92425,5,1.8507154257893663,0,inf,72,0.0097000049420303,29,0.6519754341876934,1893,0.0214981528556671,111,0.4771239282663515,4,1.4556617747518452,2,2.162617356504322,1609,0.0363305571745572,76,0.0097000049420303,1,2.62234215825408,13,0.8546936296716138,10,0.510167551839792,186,0.2341253933759709,
65 Bay 38th St,"Brooklyn, NY 11214","65 Bay 38th St Brooklyn, NY 11214 ",40.5969879,-73.989101,2,2.3192972156245566,0,inf,45,0.1308511482775816,0,inf,365,0.1328848460123697,71,0.2927943255930331,1,1.573326073025243,0,inf,1046,0.0474804409608987,45,0.1308511482775816,0,inf,1,2.695534844341556,2,1.716567556847056,72,0.2895856076791638,
3811 Avenue R,"Brooklyn, NY 11234","3811 Avenue R Brooklyn, NY 11234 ",40.6143312,-73.9333815,12,0.2384598349085722,0,inf,34,1.3388307753057056,2,0.5085108812459949,204,0.2478357556055259,88,0.3715242144788475,1,1.5979705059597544,0,inf,1157,0.1206233332874966,34,1.3388307753057056,1,1.7445550071037834,3,2.6342845758423152,2,0.371993585428386,54,0.5402627775901414,
10-11 162nd St Unit 4C,"Whitestone, NY 11357","10-11 162nd St Unit 4C Whitestone, NY 11357 ",40.7924299,-73.79984,9,0.8890524308823866,2,2.8795123738292965,1,2.7594146416604226,1,2.657576879836377,164,0.2112355092730694,25,0.6522243015247718,0,inf,0,inf,550,0.1392072447529196,6,2.121634967193529,0,inf,1,0.9920324940864256,4,0.8438153014294326,24,1.4418235323419606,
1530 71st St,"Brooklyn, NY 11228","1530 71st St Brooklyn, NY 11228 ",40.6193271,-74.0000405,2,1.4752554068955734,0,inf,56,0.0576264286186648,0,inf,448,0.0709325610209582,84,0.4520596743131858,1,2.167867527443505,0,inf,1160,0.1955774596404239,56,0.0576264286186648,0,inf,2,1.5131438574963052,2,1.5341406790121837,84,0.3604889228936961,
2121 Shore Pkwy Apt 7F,"Brooklyn, NY 11214","2121 Shore Pkwy Apt 7F Brooklyn, NY 11214 ",40.5855015,-73.9880572,1,2.8424836751515943,0,inf,34,0.3159772306031911,0,inf,235,0.4497915020347851,50,0.3724801880693275,1,2.009205973338653,0,inf,778,0.1688900726150424,34,0.3159772306031911,0,inf,0,inf,1,1.0070525964361965,48,0.7148390319848776,
6495 Broadway Apt 1N,"Bronx, NY 10471","6495 Broadway Apt 1N Bronx, NY 10471 ",40.9058333,-73.8966837,29,0.4668980929227239,1,2.164542593787944,23,1.133537479709265,0,inf,60,0.0679098833703084,78,0.3661540938660702,1,3.1127378635297744,0,inf,354,0.0953230884409932,35,0.8937934832742425,0,inf,1,2.9871097342330564,3,0.4530656754587781,25,0.2282943648803622,
31 4th Ct,"Staten Island, NY 10312","31 4th Ct Staten Island, NY 10312 ",40.5247694,-74.1680811,1,2.7301509640771844,0,inf,7,1.2044342885864563,0,inf,83,0.4218088902242165,2,2.266173505942666,0,inf,0,inf,174,0.1205947609939349,7,1.2044342885864563,0,inf,1,2.783681228467035,0,inf,7,1.4252217608232374,
231 Norman Ave Ste 214,"Brooklyn, NY 11222","231 Norman Ave Ste 214 Brooklyn, NY 11222 ",40.7277659,-73.9445212,19,1.5861001400205264,1,2.549256854400301,128,0.4152665862013146,48,0.3956128675957688,2998,0.1584635402092436,185,0.4918084029392399,11,1.366544673238178,19,1.8029278505434676,1808,0.1544474793880817,133,0.4152665862013146,1,1.5744664896170502,29,0.662921523780463,17,1.254836241077164,239,0.3289113463876965,
41-08 43rd St Unit 5F,"Sunnyside, NY 11104","41-08 43rd St Unit 5F Sunnyside, NY 11104 ",40.7468899,-73.92079,4,1.9453379333565952,0,inf,66,0.2840473123249937,29,0.4971153240888094,1697,0.1254169834255283,94,0.6841960754489642,3,1.6225111716148546,2,2.1736780305774333,1536,0.2361833955632087,70,0.2840473123249937,1,2.852323996751238,11,0.6638900462825523,9,0.7180190222353189,178,0.1272317042155946,
150 City Island Ave Unit A101,"Bronx, NY 10464","150 City Island Ave Unit A101 Bronx, NY 10464 ",40.843264,-73.7846868,9,0.8948522519432187,0,inf,4,2.355132127468482,0,inf,27,0.2209247610636987,12,0.8109959625804921,0,inf,0,inf,164,0.0180974648650883,4,2.355132127468482,1,1.6613625083039265,2,2.2532801300893897,2,2.616495338679037,6,0.4385597515596017,
15 Bovanizer St,"Staten Island, NY 10312","15 Bovanizer St Staten Island, NY 10312 ",40.5416705,-74.1683259,1,2.2594038752255576,0,inf,8,0.2629840946606036,0,inf,93,0.1655119878835131,3,2.37296274486934,0,inf,0,inf,230,0.2341187005181882,8,0.2629840946606036,0,inf,1,2.5363724763707203,0,inf,9,0.2971802541212963,
321 Bedford Ave,"Staten Island, NY 10306","321 Bedford Ave Staten Island, NY 10306 ",40.57795,-74.0999194,2,1.0709481977498176,0,inf,5,0.4293084984632704,0,inf,90,0.1732718592568364,13,0.307484296392301,0,inf,1,3.033083694999548,345,0.099786942850548,5,0.4293084984632704,0,inf,0,inf,1,1.0789062826539109,16,0.1968077697265055,
66 Martinot Ave,"New York, NY 14609","66 Martinot Ave New York, NY 14609 ",43.1757667,-77.5608,0,inf,0,inf,0,inf,2,1.4085218362470138,94,0.7758266749781685,24,0.6785644464144713,0,inf,0,inf,139,0.1388200294791573,1,2.554645819779011,0,inf,6,1.6119631307054278,3,0.6552968783222454,6,1.6904788567942526,
